FE,N,Eval,d_param,Iteration,Alg
3311,2,Sphere,1,17,cma-es-ppmf-dp-1-pt-0.1
13527,2,Sphere,10,17,cma-es-ppmf-dp-10-pt-0.1
6407,2,Sphere,100,17,cma-es-ppmf-dp-100-pt-0.1
13519,5,Sphere,0.01,17,cma-es-ppmf-dp-0.01-pt-0.1
12519,5,Sphere,0.1,17,cma-es-ppmf-dp-0.1-pt-0.1
12139,5,Sphere,1,17,cma-es-ppmf-dp-1-pt-0.1
13139,5,Sphere,10,17,cma-es-ppmf-dp-10-pt-0.1
24759,5,Sphere,100,17,cma-es-ppmf-dp-100-pt-0.1
41879,10,Sphere,0.01,17,cma-es-ppmf-dp-0.01-pt-0.1
39239,10,Sphere,0.1,17,cma-es-ppmf-dp-0.1-pt-0.1
39479,10,Sphere,1,17,cma-es-ppmf-dp-1-pt-0.1
42919,10,Sphere,10,17,cma-es-ppmf-dp-10-pt-0.1
50639,10,Sphere,100,17,cma-es-ppmf-dp-100-pt-0.1
300119,30,Sphere,0.01,17,cma-es-ppmf-dp-0.01-pt-0.1
300119,30,Sphere,0.1,17,cma-es-ppmf-dp-0.1-pt-0.1
300119,30,Sphere,1,17,cma-es-ppmf-dp-1-pt-0.1
300119,30,Sphere,10,17,cma-es-ppmf-dp-10-pt-0.1
300119,30,Sphere,100,17,cma-es-ppmf-dp-100-pt-0.1
500199,50,Sphere,0.01,17,cma-es-ppmf-dp-0.01-pt-0.1
500199,50,Sphere,0.1,17,cma-es-ppmf-dp-0.1-pt-0.1
500199,50,Sphere,1,17,cma-es-ppmf-dp-1-pt-0.1
500199,50,Sphere,10,17,cma-es-ppmf-dp-10-pt-0.1
500199,50,Sphere,100,17,cma-es-ppmf-dp-100-pt-0.1
4031,2,Ellips10,0.01,17,cma-es-ppmf-dp-0.01-pt-0.1
3671,2,Ellips10,0.1,17,cma-es-ppmf-dp-0.1-pt-0.1
3567,2,Ellips10,1,17,cma-es-ppmf-dp-1-pt-0.1
4951,2,Ellips10,10,17,cma-es-ppmf-dp-10-pt-0.1
10415,2,Ellips10,100,17,cma-es-ppmf-dp-100-pt-0.1
13999,5,Ellips10,0.01,17,cma-es-ppmf-dp-0.01-pt-0.1
12539,5,Ellips10,0.1,17,cma-es-ppmf-dp-0.1-pt-0.1
12579,5,Ellips10,1,17,cma-es-ppmf-dp-1-pt-0.1
18539,5,Ellips10,10,17,cma-es-ppmf-dp-10-pt-0.1
17639,5,Ellips10,100,17,cma-es-ppmf-dp-100-pt-0.1
42399,10,Ellips10,0.01,17,cma-es-ppmf-dp-0.01-pt-0.1
39919,10,Ellips10,0.1,17,cma-es-ppmf-dp-0.1-pt-0.1
40319,10,Ellips10,1,17,cma-es-ppmf-dp-1-pt-0.1
39959,10,Ellips10,10,17,cma-es-ppmf-dp-10-pt-0.1
46519,10,Ellips10,100,17,cma-es-ppmf-dp-100-pt-0.1
300119,30,Ellips10,0.01,17,cma-es-ppmf-dp-0.01-pt-0.1
300119,30,Ellips10,0.1,17,cma-es-ppmf-dp-0.1-pt-0.1
300119,30,Ellips10,1,17,cma-es-ppmf-dp-1-pt-0.1
300119,30,Ellips10,10,17,cma-es-ppmf-dp-10-pt-0.1
300119,30,Ellips10,100,17,cma-es-ppmf-dp-100-pt-0.1
500199,50,Ellips10,0.01,17,cma-es-ppmf-dp-0.01-pt-0.1
500199,50,Ellips10,0.1,17,cma-es-ppmf-dp-0.1-pt-0.1
500199,50,Ellips10,1,17,cma-es-ppmf-dp-1-pt-0.1
500199,50,Ellips10,10,17,cma-es-ppmf-dp-10-pt-0.1
500199,50,Ellips10,100,17,cma-es-ppmf-dp-100-pt-0.1
4031,2,Ellips100,0.01,17,cma-es-ppmf-dp-0.01-pt-0.1
3751,2,Ellips100,0.1,17,cma-es-ppmf-dp-0.1-pt-0.1
3663,2,Ellips100,1,17,cma-es-ppmf-dp-1-pt-0.1
5911,2,Ellips100,10,17,cma-es-ppmf-dp-10-pt-0.1
7247,2,Ellips100,100,17,cma-es-ppmf-dp-100-pt-0.1
14279,5,Ellips100,0.01,17,cma-es-ppmf-dp-0.01-pt-0.1
12779,5,Ellips100,0.1,17,cma-es-ppmf-dp-0.1-pt-0.1
12499,5,Ellips100,1,17,cma-es-ppmf-dp-1-pt-0.1
15099,5,Ellips100,10,17,cma-es-ppmf-dp-10-pt-0.1
15879,5,Ellips100,100,17,cma-es-ppmf-dp-100-pt-0.1
43919,10,Ellips100,0.01,17,cma-es-ppmf-dp-0.01-pt-0.1
40679,10,Ellips100,0.1,17,cma-es-ppmf-dp-0.1-pt-0.1
41439,10,Ellips100,1,17,cma-es-ppmf-dp-1-pt-0.1
25999,10,Ellips100,10,17,cma-es-ppmf-dp-10-pt-0.1
49039,10,Ellips100,100,17,cma-es-ppmf-dp-100-pt-0.1
300119,30,Ellips100,0.01,17,cma-es-ppmf-dp-0.01-pt-0.1
300119,30,Ellips100,0.1,17,cma-es-ppmf-dp-0.1-pt-0.1
300119,30,Ellips100,1,17,cma-es-ppmf-dp-1-pt-0.1
300119,30,Ellips100,10,17,cma-es-ppmf-dp-10-pt-0.1
300119,30,Ellips100,100,17,cma-es-ppmf-dp-100-pt-0.1
500199,50,Ellips100,0.01,17,cma-es-ppmf-dp-0.01-pt-0.1
500199,50,Ellips100,0.1,17,cma-es-ppmf-dp-0.1-pt-0.1
500199,50,Ellips100,1,17,cma-es-ppmf-dp-1-pt-0.1
500199,50,Ellips100,10,17,cma-es-ppmf-dp-10-pt-0.1
500199,50,Ellips100,100,17,cma-es-ppmf-dp-100-pt-0.1
4095,2,Sphere,0.01,18,cma-es-ppmf-dp-0.01-pt-0.1
3679,2,Sphere,0.1,18,cma-es-ppmf-dp-0.1-pt-0.1
3367,2,Sphere,1,18,cma-es-ppmf-dp-1-pt-0.1
5695,2,Sphere,10,18,cma-es-ppmf-dp-10-pt-0.1
6103,2,Sphere,100,18,cma-es-ppmf-dp-100-pt-0.1
13079,5,Sphere,0.01,18,cma-es-ppmf-dp-0.01-pt-0.1
12519,5,Sphere,0.1,18,cma-es-ppmf-dp-0.1-pt-0.1
12139,5,Sphere,1,18,cma-es-ppmf-dp-1-pt-0.1
14179,5,Sphere,10,18,cma-es-ppmf-dp-10-pt-0.1
19759,5,Sphere,100,18,cma-es-ppmf-dp-100-pt-0.1
40839,10,Sphere,0.01,18,cma-es-ppmf-dp-0.01-pt-0.1
39199,10,Sphere,0.1,18,cma-es-ppmf-dp-0.1-pt-0.1
39759,10,Sphere,1,18,cma-es-ppmf-dp-1-pt-0.1
42799,10,Sphere,10,18,cma-es-ppmf-dp-10-pt-0.1
43239,10,Sphere,100,18,cma-es-ppmf-dp-100-pt-0.1
300119,30,Sphere,0.01,18,cma-es-ppmf-dp-0.01-pt-0.1
300119,30,Sphere,0.1,18,cma-es-ppmf-dp-0.1-pt-0.1
300119,30,Sphere,1,18,cma-es-ppmf-dp-1-pt-0.1
300119,30,Sphere,10,18,cma-es-ppmf-dp-10-pt-0.1
300119,30,Sphere,100,18,cma-es-ppmf-dp-100-pt-0.1
500199,50,Sphere,0.01,18,cma-es-ppmf-dp-0.01-pt-0.1
500199,50,Sphere,0.1,18,cma-es-ppmf-dp-0.1-pt-0.1
500199,50,Sphere,1,18,cma-es-ppmf-dp-1-pt-0.1
500199,50,Sphere,10,18,cma-es-ppmf-dp-10-pt-0.1
500199,50,Sphere,100,18,cma-es-ppmf-dp-100-pt-0.1
4247,2,Ellips10,0.01,18,cma-es-ppmf-dp-0.01-pt-0.1
3671,2,Ellips10,0.1,18,cma-es-ppmf-dp-0.1-pt-0.1
3415,2,Ellips10,1,18,cma-es-ppmf-dp-1-pt-0.1
4831,2,Ellips10,10,18,cma-es-ppmf-dp-10-pt-0.1
11319,2,Ellips10,100,18,cma-es-ppmf-dp-100-pt-0.1
13839,5,Ellips10,0.01,18,cma-es-ppmf-dp-0.01-pt-0.1
12639,5,Ellips10,0.1,18,cma-es-ppmf-dp-0.1-pt-0.1
12479,5,Ellips10,1,18,cma-es-ppmf-dp-1-pt-0.1
8359,5,Ellips10,10,18,cma-es-ppmf-dp-10-pt-0.1
13459,5,Ellips10,100,18,cma-es-ppmf-dp-100-pt-0.1
42679,10,Ellips10,0.01,18,cma-es-ppmf-dp-0.01-pt-0.1
39919,10,Ellips10,0.1,18,cma-es-ppmf-dp-0.1-pt-0.1
40399,10,Ellips10,1,18,cma-es-ppmf-dp-1-pt-0.1
41959,10,Ellips10,10,18,cma-es-ppmf-dp-10-pt-0.1
43799,10,Ellips10,100,18,cma-es-ppmf-dp-100-pt-0.1
300119,30,Ellips10,0.01,18,cma-es-ppmf-dp-0.01-pt-0.1
300119,30,Ellips10,0.1,18,cma-es-ppmf-dp-0.1-pt-0.1
300119,30,Ellips10,1,18,cma-es-ppmf-dp-1-pt-0.1
300119,30,Ellips10,10,18,cma-es-ppmf-dp-10-pt-0.1
300119,30,Ellips10,100,18,cma-es-ppmf-dp-100-pt-0.1
500199,50,Ellips10,0.01,18,cma-es-ppmf-dp-0.01-pt-0.1
500199,50,Ellips10,0.1,18,cma-es-ppmf-dp-0.1-pt-0.1
500199,50,Ellips10,1,18,cma-es-ppmf-dp-1-pt-0.1
500199,50,Ellips10,10,18,cma-es-ppmf-dp-10-pt-0.1
500199,50,Ellips10,100,18,cma-es-ppmf-dp-100-pt-0.1
4087,2,Ellips100,0.01,18,cma-es-ppmf-dp-0.01-pt-0.1
3903,2,Ellips100,0.1,18,cma-es-ppmf-dp-0.1-pt-0.1
3671,2,Ellips100,1,18,cma-es-ppmf-dp-1-pt-0.1
5559,2,Ellips100,10,18,cma-es-ppmf-dp-10-pt-0.1
8663,2,Ellips100,100,18,cma-es-ppmf-dp-100-pt-0.1
14659,5,Ellips100,0.01,18,cma-es-ppmf-dp-0.01-pt-0.1
12899,5,Ellips100,0.1,18,cma-es-ppmf-dp-0.1-pt-0.1
12719,5,Ellips100,1,18,cma-es-ppmf-dp-1-pt-0.1
11419,5,Ellips100,10,18,cma-es-ppmf-dp-10-pt-0.1
16319,5,Ellips100,100,18,cma-es-ppmf-dp-100-pt-0.1
43839,10,Ellips100,0.01,18,cma-es-ppmf-dp-0.01-pt-0.1
41159,10,Ellips100,0.1,18,cma-es-ppmf-dp-0.1-pt-0.1
41439,10,Ellips100,1,18,cma-es-ppmf-dp-1-pt-0.1
40359,10,Ellips100,10,18,cma-es-ppmf-dp-10-pt-0.1
39079,10,Ellips100,100,18,cma-es-ppmf-dp-100-pt-0.1
300119,30,Ellips100,0.01,18,cma-es-ppmf-dp-0.01-pt-0.1
300119,30,Ellips100,0.1,18,cma-es-ppmf-dp-0.1-pt-0.1
300119,30,Ellips100,1,18,cma-es-ppmf-dp-1-pt-0.1
300119,30,Ellips100,10,18,cma-es-ppmf-dp-10-pt-0.1
300119,30,Ellips100,100,18,cma-es-ppmf-dp-100-pt-0.1
500199,50,Ellips100,0.01,18,cma-es-ppmf-dp-0.01-pt-0.1
500199,50,Ellips100,0.1,18,cma-es-ppmf-dp-0.1-pt-0.1
500199,50,Ellips100,1,18,cma-es-ppmf-dp-1-pt-0.1
500199,50,Ellips100,10,18,cma-es-ppmf-dp-10-pt-0.1
500199,50,Ellips100,100,18,cma-es-ppmf-dp-100-pt-0.1
4023,2,Sphere,0.01,19,cma-es-ppmf-dp-0.01-pt-0.1
3551,2,Sphere,0.1,19,cma-es-ppmf-dp-0.1-pt-0.1
3431,2,Sphere,1,19,cma-es-ppmf-dp-1-pt-0.1
10095,2,Sphere,10,19,cma-es-ppmf-dp-10-pt-0.1
10263,2,Sphere,100,19,cma-es-ppmf-dp-100-pt-0.1
13639,5,Sphere,0.01,19,cma-es-ppmf-dp-0.01-pt-0.1
12579,5,Sphere,0.1,19,cma-es-ppmf-dp-0.1-pt-0.1
12219,5,Sphere,1,19,cma-es-ppmf-dp-1-pt-0.1
15579,5,Sphere,10,19,cma-es-ppmf-dp-10-pt-0.1
16519,5,Sphere,100,19,cma-es-ppmf-dp-100-pt-0.1
41359,10,Sphere,0.01,19,cma-es-ppmf-dp-0.01-pt-0.1
39439,10,Sphere,0.1,19,cma-es-ppmf-dp-0.1-pt-0.1
39559,10,Sphere,1,19,cma-es-ppmf-dp-1-pt-0.1
39479,10,Sphere,10,19,cma-es-ppmf-dp-10-pt-0.1
44879,10,Sphere,100,19,cma-es-ppmf-dp-100-pt-0.1
300119,30,Sphere,0.01,19,cma-es-ppmf-dp-0.01-pt-0.1
300119,30,Sphere,0.1,19,cma-es-ppmf-dp-0.1-pt-0.1
300119,30,Sphere,1,19,cma-es-ppmf-dp-1-pt-0.1
300119,30,Sphere,10,19,cma-es-ppmf-dp-10-pt-0.1
300119,30,Sphere,100,19,cma-es-ppmf-dp-100-pt-0.1
500199,50,Sphere,0.01,19,cma-es-ppmf-dp-0.01-pt-0.1
500199,50,Sphere,0.1,19,cma-es-ppmf-dp-0.1-pt-0.1
500199,50,Sphere,1,19,cma-es-ppmf-dp-1-pt-0.1
500199,50,Sphere,10,19,cma-es-ppmf-dp-10-pt-0.1
500199,50,Sphere,100,19,cma-es-ppmf-dp-100-pt-0.1
4151,2,Ellips10,0.01,19,cma-es-ppmf-dp-0.01-pt-0.1
3655,2,Ellips10,0.1,19,cma-es-ppmf-dp-0.1-pt-0.1
3583,2,Ellips10,1,19,cma-es-ppmf-dp-1-pt-0.1
9743,2,Ellips10,10,19,cma-es-ppmf-dp-10-pt-0.1
16655,2,Ellips10,100,19,cma-es-ppmf-dp-100-pt-0.1
13559,5,Ellips10,0.01,19,cma-es-ppmf-dp-0.01-pt-0.1
12759,5,Ellips10,0.1,19,cma-es-ppmf-dp-0.1-pt-0.1
12319,5,Ellips10,1,19,cma-es-ppmf-dp-1-pt-0.1
15939,5,Ellips10,10,19,cma-es-ppmf-dp-10-pt-0.1
11059,5,Ellips10,100,19,cma-es-ppmf-dp-100-pt-0.1
42119,10,Ellips10,0.01,19,cma-es-ppmf-dp-0.01-pt-0.1
39519,10,Ellips10,0.1,19,cma-es-ppmf-dp-0.1-pt-0.1
40279,10,Ellips10,1,19,cma-es-ppmf-dp-1-pt-0.1
32839,10,Ellips10,10,19,cma-es-ppmf-dp-10-pt-0.1
49599,10,Ellips10,100,19,cma-es-ppmf-dp-100-pt-0.1
300119,30,Ellips10,0.01,19,cma-es-ppmf-dp-0.01-pt-0.1
300119,30,Ellips10,0.1,19,cma-es-ppmf-dp-0.1-pt-0.1
300119,30,Ellips10,1,19,cma-es-ppmf-dp-1-pt-0.1
300119,30,Ellips10,10,19,cma-es-ppmf-dp-10-pt-0.1
300119,30,Ellips10,100,19,cma-es-ppmf-dp-100-pt-0.1
500199,50,Ellips10,0.01,19,cma-es-ppmf-dp-0.01-pt-0.1
500199,50,Ellips10,0.1,19,cma-es-ppmf-dp-0.1-pt-0.1
500199,50,Ellips10,1,19,cma-es-ppmf-dp-1-pt-0.1
500199,50,Ellips10,10,19,cma-es-ppmf-dp-10-pt-0.1
500199,50,Ellips10,100,19,cma-es-ppmf-dp-100-pt-0.1
4359,2,Ellips100,0.01,19,cma-es-ppmf-dp-0.01-pt-0.1
3791,2,Ellips100,0.1,19,cma-es-ppmf-dp-0.1-pt-0.1
3647,2,Ellips100,1,19,cma-es-ppmf-dp-1-pt-0.1
7143,2,Ellips100,10,19,cma-es-ppmf-dp-10-pt-0.1
5191,2,Ellips100,100,19,cma-es-ppmf-dp-100-pt-0.1
14659,5,Ellips100,0.01,19,cma-es-ppmf-dp-0.01-pt-0.1
12879,5,Ellips100,0.1,19,cma-es-ppmf-dp-0.1-pt-0.1
12739,5,Ellips100,1,19,cma-es-ppmf-dp-1-pt-0.1
12419,5,Ellips100,10,19,cma-es-ppmf-dp-10-pt-0.1
13939,5,Ellips100,100,19,cma-es-ppmf-dp-100-pt-0.1
44999,10,Ellips100,0.01,19,cma-es-ppmf-dp-0.01-pt-0.1
41119,10,Ellips100,0.1,19,cma-es-ppmf-dp-0.1-pt-0.1
41639,10,Ellips100,1,19,cma-es-ppmf-dp-1-pt-0.1
38359,10,Ellips100,10,19,cma-es-ppmf-dp-10-pt-0.1
45919,10,Ellips100,100,19,cma-es-ppmf-dp-100-pt-0.1
300119,30,Ellips100,0.01,19,cma-es-ppmf-dp-0.01-pt-0.1
300119,30,Ellips100,0.1,19,cma-es-ppmf-dp-0.1-pt-0.1
300119,30,Ellips100,1,19,cma-es-ppmf-dp-1-pt-0.1
300119,30,Ellips100,10,19,cma-es-ppmf-dp-10-pt-0.1
300119,30,Ellips100,100,19,cma-es-ppmf-dp-100-pt-0.1
500199,50,Ellips100,0.01,19,cma-es-ppmf-dp-0.01-pt-0.1
500199,50,Ellips100,0.1,19,cma-es-ppmf-dp-0.1-pt-0.1
500199,50,Ellips100,1,19,cma-es-ppmf-dp-1-pt-0.1
500199,50,Ellips100,10,19,cma-es-ppmf-dp-10-pt-0.1
500199,50,Ellips100,100,19,cma-es-ppmf-dp-100-pt-0.1
3847,2,Sphere,0.01,20,cma-es-ppmf-dp-0.01-pt-0.1
3719,2,Sphere,0.1,20,cma-es-ppmf-dp-0.1-pt-0.1
3431,2,Sphere,1,20,cma-es-ppmf-dp-1-pt-0.1
4959,2,Sphere,10,20,cma-es-ppmf-dp-10-pt-0.1
17703,2,Sphere,100,20,cma-es-ppmf-dp-100-pt-0.1
13359,5,Sphere,0.01,20,cma-es-ppmf-dp-0.01-pt-0.1
12459,5,Sphere,0.1,20,cma-es-ppmf-dp-0.1-pt-0.1
12299,5,Sphere,1,20,cma-es-ppmf-dp-1-pt-0.1
16959,5,Sphere,10,20,cma-es-ppmf-dp-10-pt-0.1
18859,5,Sphere,100,20,cma-es-ppmf-dp-100-pt-0.1
41239,10,Sphere,0.01,20,cma-es-ppmf-dp-0.01-pt-0.1
39199,10,Sphere,0.1,20,cma-es-ppmf-dp-0.1-pt-0.1
39879,10,Sphere,1,20,cma-es-ppmf-dp-1-pt-0.1
38199,10,Sphere,10,20,cma-es-ppmf-dp-10-pt-0.1
43199,10,Sphere,100,20,cma-es-ppmf-dp-100-pt-0.1
300119,30,Sphere,0.01,20,cma-es-ppmf-dp-0.01-pt-0.1
300119,30,Sphere,0.1,20,cma-es-ppmf-dp-0.1-pt-0.1
300119,30,Sphere,1,20,cma-es-ppmf-dp-1-pt-0.1
300119,30,Sphere,10,20,cma-es-ppmf-dp-10-pt-0.1
300119,30,Sphere,100,20,cma-es-ppmf-dp-100-pt-0.1
500199,50,Sphere,0.01,20,cma-es-ppmf-dp-0.01-pt-0.1
500199,50,Sphere,0.1,20,cma-es-ppmf-dp-0.1-pt-0.1
500199,50,Sphere,1,20,cma-es-ppmf-dp-1-pt-0.1
500199,50,Sphere,10,20,cma-es-ppmf-dp-10-pt-0.1
500199,50,Sphere,100,20,cma-es-ppmf-dp-100-pt-0.1
4015,2,Ellips10,0.01,20,cma-es-ppmf-dp-0.01-pt-0.1
3735,2,Ellips10,0.1,20,cma-es-ppmf-dp-0.1-pt-0.1
3535,2,Ellips10,1,20,cma-es-ppmf-dp-1-pt-0.1
14287,2,Ellips10,10,20,cma-es-ppmf-dp-10-pt-0.1
5583,2,Ellips10,100,20,cma-es-ppmf-dp-100-pt-0.1
14019,5,Ellips10,0.01,20,cma-es-ppmf-dp-0.01-pt-0.1
12779,5,Ellips10,0.1,20,cma-es-ppmf-dp-0.1-pt-0.1
12539,5,Ellips10,1,20,cma-es-ppmf-dp-1-pt-0.1
15499,5,Ellips10,10,20,cma-es-ppmf-dp-10-pt-0.1
22699,5,Ellips10,100,20,cma-es-ppmf-dp-100-pt-0.1
42519,10,Ellips10,0.01,20,cma-es-ppmf-dp-0.01-pt-0.1
40039,10,Ellips10,0.1,20,cma-es-ppmf-dp-0.1-pt-0.1
40199,10,Ellips10,1,20,cma-es-ppmf-dp-1-pt-0.1
48479,10,Ellips10,10,20,cma-es-ppmf-dp-10-pt-0.1
47959,10,Ellips10,100,20,cma-es-ppmf-dp-100-pt-0.1
300119,30,Ellips10,0.01,20,cma-es-ppmf-dp-0.01-pt-0.1
300119,30,Ellips10,0.1,20,cma-es-ppmf-dp-0.1-pt-0.1
300119,30,Ellips10,1,20,cma-es-ppmf-dp-1-pt-0.1
300119,30,Ellips10,10,20,cma-es-ppmf-dp-10-pt-0.1
300119,30,Ellips10,100,20,cma-es-ppmf-dp-100-pt-0.1
500199,50,Ellips10,0.01,20,cma-es-ppmf-dp-0.01-pt-0.1
500199,50,Ellips10,0.1,20,cma-es-ppmf-dp-0.1-pt-0.1
500199,50,Ellips10,1,20,cma-es-ppmf-dp-1-pt-0.1
500199,50,Ellips10,10,20,cma-es-ppmf-dp-10-pt-0.1
500199,50,Ellips10,100,20,cma-es-ppmf-dp-100-pt-0.1
3959,2,Ellips100,0.01,20,cma-es-ppmf-dp-0.01-pt-0.1
3919,2,Ellips100,0.1,20,cma-es-ppmf-dp-0.1-pt-0.1
3871,2,Ellips100,1,20,cma-es-ppmf-dp-1-pt-0.1
13231,2,Ellips100,10,20,cma-es-ppmf-dp-10-pt-0.1
11359,2,Ellips100,100,20,cma-es-ppmf-dp-100-pt-0.1
15299,5,Ellips100,0.01,20,cma-es-ppmf-dp-0.01-pt-0.1
13279,5,Ellips100,0.1,20,cma-es-ppmf-dp-0.1-pt-0.1
12919,5,Ellips100,1,20,cma-es-ppmf-dp-1-pt-0.1
14799,5,Ellips100,10,20,cma-es-ppmf-dp-10-pt-0.1
17859,5,Ellips100,100,20,cma-es-ppmf-dp-100-pt-0.1
43679,10,Ellips100,0.01,20,cma-es-ppmf-dp-0.01-pt-0.1
40999,10,Ellips100,0.1,20,cma-es-ppmf-dp-0.1-pt-0.1
41279,10,Ellips100,1,20,cma-es-ppmf-dp-1-pt-0.1
41119,10,Ellips100,10,20,cma-es-ppmf-dp-10-pt-0.1
45119,10,Ellips100,100,20,cma-es-ppmf-dp-100-pt-0.1
300119,30,Ellips100,0.01,20,cma-es-ppmf-dp-0.01-pt-0.1
300119,30,Ellips100,0.1,20,cma-es-ppmf-dp-0.1-pt-0.1
300119,30,Ellips100,1,20,cma-es-ppmf-dp-1-pt-0.1
300119,30,Ellips100,10,20,cma-es-ppmf-dp-10-pt-0.1
300119,30,Ellips100,100,20,cma-es-ppmf-dp-100-pt-0.1
500199,50,Ellips100,0.01,20,cma-es-ppmf-dp-0.01-pt-0.1
500199,50,Ellips100,0.1,20,cma-es-ppmf-dp-0.1-pt-0.1
500199,50,Ellips100,1,20,cma-es-ppmf-dp-1-pt-0.1
500199,50,Ellips100,10,20,cma-es-ppmf-dp-10-pt-0.1
500199,50,Ellips100,100,20,cma-es-ppmf-dp-100-pt-0.1
