FE,N,Eval,lambda,Iteration,Alg
10250,2,Sphere,200,5,cma-es-ppmf-dp-2-pt-0.1
14447,2,Sphere,300,5,cma-es-ppmf-dp-2-pt-0.1
16841,2,Sphere,400,5,cma-es-ppmf-dp-2-pt-0.1
20039,2,Sphere,500,5,cma-es-ppmf-dp-2-pt-0.1
12979,5,Sphere,10,5,cma-es-ppmf-dp-2-pt-0.1
12596,5,Sphere,50,5,cma-es-ppmf-dp-2-pt-0.1
15553,5,Sphere,100,5,cma-es-ppmf-dp-2-pt-0.1
21908,5,Sphere,200,5,cma-es-ppmf-dp-2-pt-0.1
27390,5,Sphere,300,5,cma-es-ppmf-dp-2-pt-0.1
33683,5,Sphere,400,5,cma-es-ppmf-dp-2-pt-0.1
39077,5,Sphere,500,5,cma-es-ppmf-dp-2-pt-0.1
50214,10,Sphere,10,5,cma-es-ppmf-dp-2-pt-0.1
41411,10,Sphere,50,5,cma-es-ppmf-dp-2-pt-0.1
43530,10,Sphere,100,5,cma-es-ppmf-dp-2-pt-0.1
52058,10,Sphere,200,5,cma-es-ppmf-dp-2-pt-0.1
59898,10,Sphere,300,5,cma-es-ppmf-dp-2-pt-0.1
68971,10,Sphere,400,5,cma-es-ppmf-dp-2-pt-0.1
77654,10,Sphere,500,5,cma-es-ppmf-dp-2-pt-0.1
300002,30,Sphere,10,5,cma-es-ppmf-dp-2-pt-0.1
300032,30,Sphere,50,5,cma-es-ppmf-dp-2-pt-0.1
300070,30,Sphere,100,5,cma-es-ppmf-dp-2-pt-0.1
300092,30,Sphere,200,5,cma-es-ppmf-dp-2-pt-0.1
300096,30,Sphere,300,5,cma-es-ppmf-dp-2-pt-0.1
300348,30,Sphere,400,5,cma-es-ppmf-dp-2-pt-0.1
300098,30,Sphere,500,5,cma-es-ppmf-dp-2-pt-0.1
3585,2,Ellips10,10,5,cma-es-ppmf-dp-2-pt-0.1
4742,2,Ellips10,50,5,cma-es-ppmf-dp-2-pt-0.1
6665,2,Ellips10,100,5,cma-es-ppmf-dp-2-pt-0.1
10451,2,Ellips10,200,5,cma-es-ppmf-dp-2-pt-0.1
13845,2,Ellips10,300,5,cma-es-ppmf-dp-2-pt-0.1
17643,2,Ellips10,400,5,cma-es-ppmf-dp-2-pt-0.1
20039,2,Ellips10,500,5,cma-es-ppmf-dp-2-pt-0.1
13133,5,Ellips10,10,5,cma-es-ppmf-dp-2-pt-0.1
12953,5,Ellips10,50,5,cma-es-ppmf-dp-2-pt-0.1
15957,5,Ellips10,100,5,cma-es-ppmf-dp-2-pt-0.1
22310,5,Ellips10,200,5,cma-es-ppmf-dp-2-pt-0.1
27691,5,Ellips10,300,5,cma-es-ppmf-dp-2-pt-0.1
34084,5,Ellips10,400,5,cma-es-ppmf-dp-2-pt-0.1
40079,5,Ellips10,500,5,cma-es-ppmf-dp-2-pt-0.1
50863,10,Ellips10,10,5,cma-es-ppmf-dp-2-pt-0.1
41921,10,Ellips10,50,5,cma-es-ppmf-dp-2-pt-0.1
43934,10,Ellips10,100,5,cma-es-ppmf-dp-2-pt-0.1
52661,10,Ellips10,200,5,cma-es-ppmf-dp-2-pt-0.1
60801,10,Ellips10,300,5,cma-es-ppmf-dp-2-pt-0.1
69372,10,Ellips10,400,5,cma-es-ppmf-dp-2-pt-0.1
78656,10,Ellips10,500,5,cma-es-ppmf-dp-2-pt-0.1
300002,30,Ellips10,10,5,cma-es-ppmf-dp-2-pt-0.1
300032,30,Ellips10,50,5,cma-es-ppmf-dp-2-pt-0.1
300070,30,Ellips10,100,5,cma-es-ppmf-dp-2-pt-0.1
300092,30,Ellips10,200,5,cma-es-ppmf-dp-2-pt-0.1
300096,30,Ellips10,300,5,cma-es-ppmf-dp-2-pt-0.1
300348,30,Ellips10,400,5,cma-es-ppmf-dp-2-pt-0.1
300098,30,Ellips10,500,5,cma-es-ppmf-dp-2-pt-0.1
3618,2,Ellips100,10,5,cma-es-ppmf-dp-2-pt-0.1
4844,2,Ellips100,50,5,cma-es-ppmf-dp-2-pt-0.1
6766,2,Ellips100,100,5,cma-es-ppmf-dp-2-pt-0.1
10451,2,Ellips100,200,5,cma-es-ppmf-dp-2-pt-0.1
14447,2,Ellips100,300,5,cma-es-ppmf-dp-2-pt-0.1
18044,2,Ellips100,400,5,cma-es-ppmf-dp-2-pt-0.1
20039,2,Ellips100,500,5,cma-es-ppmf-dp-2-pt-0.1
13562,5,Ellips100,10,5,cma-es-ppmf-dp-2-pt-0.1
13259,5,Ellips100,50,5,cma-es-ppmf-dp-2-pt-0.1
16058,5,Ellips100,100,5,cma-es-ppmf-dp-2-pt-0.1
22310,5,Ellips100,200,5,cma-es-ppmf-dp-2-pt-0.1
29196,5,Ellips100,300,5,cma-es-ppmf-dp-2-pt-0.1
34886,5,Ellips100,400,5,cma-es-ppmf-dp-2-pt-0.1
41081,5,Ellips100,500,5,cma-es-ppmf-dp-2-pt-0.1
51391,10,Ellips100,10,5,cma-es-ppmf-dp-2-pt-0.1
43808,10,Ellips100,50,5,cma-es-ppmf-dp-2-pt-0.1
45651,10,Ellips100,100,5,cma-es-ppmf-dp-2-pt-0.1
53264,10,Ellips100,200,5,cma-es-ppmf-dp-2-pt-0.1
62908,10,Ellips100,300,5,cma-es-ppmf-dp-2-pt-0.1
71778,10,Ellips100,400,5,cma-es-ppmf-dp-2-pt-0.1
80660,10,Ellips100,500,5,cma-es-ppmf-dp-2-pt-0.1
300002,30,Ellips100,10,5,cma-es-ppmf-dp-2-pt-0.1
300032,30,Ellips100,50,5,cma-es-ppmf-dp-2-pt-0.1
300070,30,Ellips100,100,5,cma-es-ppmf-dp-2-pt-0.1
300092,30,Ellips100,200,5,cma-es-ppmf-dp-2-pt-0.1
300096,30,Ellips100,300,5,cma-es-ppmf-dp-2-pt-0.1
300348,30,Ellips100,400,5,cma-es-ppmf-dp-2-pt-0.1
300098,30,Ellips100,500,5,cma-es-ppmf-dp-2-pt-0.1
3464,2,Sphere,10,6,cma-es-ppmf-dp-2-pt-0.1
4589,2,Sphere,50,6,cma-es-ppmf-dp-2-pt-0.1
6463,2,Sphere,100,6,cma-es-ppmf-dp-2-pt-0.1
10250,2,Sphere,200,6,cma-es-ppmf-dp-2-pt-0.1
14146,2,Sphere,300,6,cma-es-ppmf-dp-2-pt-0.1
17242,2,Sphere,400,6,cma-es-ppmf-dp-2-pt-0.1
20039,2,Sphere,500,6,cma-es-ppmf-dp-2-pt-0.1
13199,5,Sphere,10,6,cma-es-ppmf-dp-2-pt-0.1
12698,5,Sphere,50,6,cma-es-ppmf-dp-2-pt-0.1
15654,5,Sphere,100,6,cma-es-ppmf-dp-2-pt-0.1
21305,5,Sphere,200,6,cma-es-ppmf-dp-2-pt-0.1
27390,5,Sphere,300,6,cma-es-ppmf-dp-2-pt-0.1
33282,5,Sphere,400,6,cma-es-ppmf-dp-2-pt-0.1
39578,5,Sphere,500,6,cma-es-ppmf-dp-2-pt-0.1
50126,10,Sphere,10,6,cma-es-ppmf-dp-2-pt-0.1
41870,10,Sphere,50,6,cma-es-ppmf-dp-2-pt-0.1
43530,10,Sphere,100,6,cma-es-ppmf-dp-2-pt-0.1
51455,10,Sphere,200,6,cma-es-ppmf-dp-2-pt-0.1
60199,10,Sphere,300,6,cma-es-ppmf-dp-2-pt-0.1
68570,10,Sphere,400,6,cma-es-ppmf-dp-2-pt-0.1
78656,10,Sphere,500,6,cma-es-ppmf-dp-2-pt-0.1
300002,30,Sphere,10,6,cma-es-ppmf-dp-2-pt-0.1
300032,30,Sphere,50,6,cma-es-ppmf-dp-2-pt-0.1
300070,30,Sphere,100,6,cma-es-ppmf-dp-2-pt-0.1
300092,30,Sphere,200,6,cma-es-ppmf-dp-2-pt-0.1
300096,30,Sphere,300,6,cma-es-ppmf-dp-2-pt-0.1
300348,30,Sphere,400,6,cma-es-ppmf-dp-2-pt-0.1
300098,30,Sphere,500,6,cma-es-ppmf-dp-2-pt-0.1
3530,2,Ellips10,10,6,cma-es-ppmf-dp-2-pt-0.1
4640,2,Ellips10,50,6,cma-es-ppmf-dp-2-pt-0.1
6564,2,Ellips10,100,6,cma-es-ppmf-dp-2-pt-0.1
10250,2,Ellips10,200,6,cma-es-ppmf-dp-2-pt-0.1
13845,2,Ellips10,300,6,cma-es-ppmf-dp-2-pt-0.1
17643,2,Ellips10,400,6,cma-es-ppmf-dp-2-pt-0.1
20039,2,Ellips10,500,6,cma-es-ppmf-dp-2-pt-0.1
13672,5,Ellips10,10,6,cma-es-ppmf-dp-2-pt-0.1
13208,5,Ellips10,50,6,cma-es-ppmf-dp-2-pt-0.1
15957,5,Ellips10,100,6,cma-es-ppmf-dp-2-pt-0.1
21908,5,Ellips10,200,6,cma-es-ppmf-dp-2-pt-0.1
28293,5,Ellips10,300,6,cma-es-ppmf-dp-2-pt-0.1
34084,5,Ellips10,400,6,cma-es-ppmf-dp-2-pt-0.1
40079,5,Ellips10,500,6,cma-es-ppmf-dp-2-pt-0.1
50181,10,Ellips10,10,6,cma-es-ppmf-dp-2-pt-0.1
42278,10,Ellips10,50,6,cma-es-ppmf-dp-2-pt-0.1
44641,10,Ellips10,100,6,cma-es-ppmf-dp-2-pt-0.1
52661,10,Ellips10,200,6,cma-es-ppmf-dp-2-pt-0.1
61102,10,Ellips10,300,6,cma-es-ppmf-dp-2-pt-0.1
70575,10,Ellips10,400,6,cma-es-ppmf-dp-2-pt-0.1
78656,10,Ellips10,500,6,cma-es-ppmf-dp-2-pt-0.1
300002,30,Ellips10,10,6,cma-es-ppmf-dp-2-pt-0.1
300032,30,Ellips10,50,6,cma-es-ppmf-dp-2-pt-0.1
300070,30,Ellips10,100,6,cma-es-ppmf-dp-2-pt-0.1
300092,30,Ellips10,200,6,cma-es-ppmf-dp-2-pt-0.1
300096,30,Ellips10,300,6,cma-es-ppmf-dp-2-pt-0.1
300348,30,Ellips10,400,6,cma-es-ppmf-dp-2-pt-0.1
300098,30,Ellips10,500,6,cma-es-ppmf-dp-2-pt-0.1
3596,2,Ellips100,10,6,cma-es-ppmf-dp-2-pt-0.1
4895,2,Ellips100,50,6,cma-es-ppmf-dp-2-pt-0.1
6766,2,Ellips100,100,6,cma-es-ppmf-dp-2-pt-0.1
10451,2,Ellips100,200,6,cma-es-ppmf-dp-2-pt-0.1
14447,2,Ellips100,300,6,cma-es-ppmf-dp-2-pt-0.1
18445,2,Ellips100,400,6,cma-es-ppmf-dp-2-pt-0.1
20039,2,Ellips100,500,6,cma-es-ppmf-dp-2-pt-0.1
13562,5,Ellips100,10,6,cma-es-ppmf-dp-2-pt-0.1
13361,5,Ellips100,50,6,cma-es-ppmf-dp-2-pt-0.1
16159,5,Ellips100,100,6,cma-es-ppmf-dp-2-pt-0.1
22310,5,Ellips100,200,6,cma-es-ppmf-dp-2-pt-0.1
28895,5,Ellips100,300,6,cma-es-ppmf-dp-2-pt-0.1
34886,5,Ellips100,400,6,cma-es-ppmf-dp-2-pt-0.1
41081,5,Ellips100,500,6,cma-es-ppmf-dp-2-pt-0.1
51468,10,Ellips100,10,6,cma-es-ppmf-dp-2-pt-0.1
43706,10,Ellips100,50,6,cma-es-ppmf-dp-2-pt-0.1
45651,10,Ellips100,100,6,cma-es-ppmf-dp-2-pt-0.1
53867,10,Ellips100,200,6,cma-es-ppmf-dp-2-pt-0.1
62306,10,Ellips100,300,6,cma-es-ppmf-dp-2-pt-0.1
72981,10,Ellips100,400,6,cma-es-ppmf-dp-2-pt-0.1
81662,10,Ellips100,500,6,cma-es-ppmf-dp-2-pt-0.1
300002,30,Ellips100,10,6,cma-es-ppmf-dp-2-pt-0.1
300032,30,Ellips100,50,6,cma-es-ppmf-dp-2-pt-0.1
300070,30,Ellips100,100,6,cma-es-ppmf-dp-2-pt-0.1
300092,30,Ellips100,200,6,cma-es-ppmf-dp-2-pt-0.1
300096,30,Ellips100,300,6,cma-es-ppmf-dp-2-pt-0.1
300348,30,Ellips100,400,6,cma-es-ppmf-dp-2-pt-0.1
300098,30,Ellips100,500,6,cma-es-ppmf-dp-2-pt-0.1
3387,2,Sphere,10,7,cma-es-ppmf-dp-2-pt-0.1
4589,2,Sphere,50,7,cma-es-ppmf-dp-2-pt-0.1
6463,2,Sphere,100,7,cma-es-ppmf-dp-2-pt-0.1
10049,2,Sphere,200,7,cma-es-ppmf-dp-2-pt-0.1
13845,2,Sphere,300,7,cma-es-ppmf-dp-2-pt-0.1
17242,2,Sphere,400,7,cma-es-ppmf-dp-2-pt-0.1
20039,2,Sphere,500,7,cma-es-ppmf-dp-2-pt-0.1
12979,5,Sphere,10,7,cma-es-ppmf-dp-2-pt-0.1
12749,5,Sphere,50,7,cma-es-ppmf-dp-2-pt-0.1
15553,5,Sphere,100,7,cma-es-ppmf-dp-2-pt-0.1
21305,5,Sphere,200,7,cma-es-ppmf-dp-2-pt-0.1
27390,5,Sphere,300,7,cma-es-ppmf-dp-2-pt-0.1
33282,5,Sphere,400,7,cma-es-ppmf-dp-2-pt-0.1
40079,5,Sphere,500,7,cma-es-ppmf-dp-2-pt-0.1
50137,10,Sphere,10,7,cma-es-ppmf-dp-2-pt-0.1
41615,10,Sphere,50,7,cma-es-ppmf-dp-2-pt-0.1
43429,10,Sphere,100,7,cma-es-ppmf-dp-2-pt-0.1
51656,10,Sphere,200,7,cma-es-ppmf-dp-2-pt-0.1
60199,10,Sphere,300,7,cma-es-ppmf-dp-2-pt-0.1
69773,10,Sphere,400,7,cma-es-ppmf-dp-2-pt-0.1
77153,10,Sphere,500,7,cma-es-ppmf-dp-2-pt-0.1
300002,30,Sphere,10,7,cma-es-ppmf-dp-2-pt-0.1
300032,30,Sphere,50,7,cma-es-ppmf-dp-2-pt-0.1
300070,30,Sphere,100,7,cma-es-ppmf-dp-2-pt-0.1
300092,30,Sphere,200,7,cma-es-ppmf-dp-2-pt-0.1
300096,30,Sphere,300,7,cma-es-ppmf-dp-2-pt-0.1
300348,30,Sphere,400,7,cma-es-ppmf-dp-2-pt-0.1
300098,30,Sphere,500,7,cma-es-ppmf-dp-2-pt-0.1
3431,2,Ellips10,10,7,cma-es-ppmf-dp-2-pt-0.1
4691,2,Ellips10,50,7,cma-es-ppmf-dp-2-pt-0.1
6564,2,Ellips10,100,7,cma-es-ppmf-dp-2-pt-0.1
10250,2,Ellips10,200,7,cma-es-ppmf-dp-2-pt-0.1
13845,2,Ellips10,300,7,cma-es-ppmf-dp-2-pt-0.1
17643,2,Ellips10,400,7,cma-es-ppmf-dp-2-pt-0.1
20039,2,Ellips10,500,7,cma-es-ppmf-dp-2-pt-0.1
13606,5,Ellips10,10,7,cma-es-ppmf-dp-2-pt-0.1
12953,5,Ellips10,50,7,cma-es-ppmf-dp-2-pt-0.1
15755,5,Ellips10,100,7,cma-es-ppmf-dp-2-pt-0.1
22109,5,Ellips10,200,7,cma-es-ppmf-dp-2-pt-0.1
28293,5,Ellips10,300,7,cma-es-ppmf-dp-2-pt-0.1
33683,5,Ellips10,400,7,cma-es-ppmf-dp-2-pt-0.1
40079,5,Ellips10,500,7,cma-es-ppmf-dp-2-pt-0.1
50214,10,Ellips10,10,7,cma-es-ppmf-dp-2-pt-0.1
42176,10,Ellips10,50,7,cma-es-ppmf-dp-2-pt-0.1
44338,10,Ellips10,100,7,cma-es-ppmf-dp-2-pt-0.1
53063,10,Ellips10,200,7,cma-es-ppmf-dp-2-pt-0.1
61102,10,Ellips10,300,7,cma-es-ppmf-dp-2-pt-0.1
70575,10,Ellips10,400,7,cma-es-ppmf-dp-2-pt-0.1
79157,10,Ellips10,500,7,cma-es-ppmf-dp-2-pt-0.1
300002,30,Ellips10,10,7,cma-es-ppmf-dp-2-pt-0.1
300032,30,Ellips10,50,7,cma-es-ppmf-dp-2-pt-0.1
300070,30,Ellips10,100,7,cma-es-ppmf-dp-2-pt-0.1
300092,30,Ellips10,200,7,cma-es-ppmf-dp-2-pt-0.1
300096,30,Ellips10,300,7,cma-es-ppmf-dp-2-pt-0.1
300348,30,Ellips10,400,7,cma-es-ppmf-dp-2-pt-0.1
300098,30,Ellips10,500,7,cma-es-ppmf-dp-2-pt-0.1
3629,2,Ellips100,10,7,cma-es-ppmf-dp-2-pt-0.1
4946,2,Ellips100,50,7,cma-es-ppmf-dp-2-pt-0.1
6766,2,Ellips100,100,7,cma-es-ppmf-dp-2-pt-0.1
10652,2,Ellips100,200,7,cma-es-ppmf-dp-2-pt-0.1
14447,2,Ellips100,300,7,cma-es-ppmf-dp-2-pt-0.1
18445,2,Ellips100,400,7,cma-es-ppmf-dp-2-pt-0.1
20039,2,Ellips100,500,7,cma-es-ppmf-dp-2-pt-0.1
13496,5,Ellips100,10,7,cma-es-ppmf-dp-2-pt-0.1
13361,5,Ellips100,50,7,cma-es-ppmf-dp-2-pt-0.1
16159,5,Ellips100,100,7,cma-es-ppmf-dp-2-pt-0.1
22511,5,Ellips100,200,7,cma-es-ppmf-dp-2-pt-0.1
28895,5,Ellips100,300,7,cma-es-ppmf-dp-2-pt-0.1
34485,5,Ellips100,400,7,cma-es-ppmf-dp-2-pt-0.1
41081,5,Ellips100,500,7,cma-es-ppmf-dp-2-pt-0.1
51699,10,Ellips100,10,7,cma-es-ppmf-dp-2-pt-0.1
43145,10,Ellips100,50,7,cma-es-ppmf-dp-2-pt-0.1
46055,10,Ellips100,100,7,cma-es-ppmf-dp-2-pt-0.1
53666,10,Ellips100,200,7,cma-es-ppmf-dp-2-pt-0.1
62607,10,Ellips100,300,7,cma-es-ppmf-dp-2-pt-0.1
72580,10,Ellips100,400,7,cma-es-ppmf-dp-2-pt-0.1
81161,10,Ellips100,500,7,cma-es-ppmf-dp-2-pt-0.1
300002,30,Ellips100,10,7,cma-es-ppmf-dp-2-pt-0.1
300032,30,Ellips100,50,7,cma-es-ppmf-dp-2-pt-0.1
300070,30,Ellips100,100,7,cma-es-ppmf-dp-2-pt-0.1
300092,30,Ellips100,200,7,cma-es-ppmf-dp-2-pt-0.1
300096,30,Ellips100,300,7,cma-es-ppmf-dp-2-pt-0.1
300348,30,Ellips100,400,7,cma-es-ppmf-dp-2-pt-0.1
300098,30,Ellips100,500,7,cma-es-ppmf-dp-2-pt-0.1
3343,2,Sphere,10,8,cma-es-ppmf-dp-2-pt-0.1
4589,2,Sphere,50,8,cma-es-ppmf-dp-2-pt-0.1
6463,2,Sphere,100,8,cma-es-ppmf-dp-2-pt-0.1
10250,2,Sphere,200,8,cma-es-ppmf-dp-2-pt-0.1
13845,2,Sphere,300,8,cma-es-ppmf-dp-2-pt-0.1
16841,2,Sphere,400,8,cma-es-ppmf-dp-2-pt-0.1
20039,2,Sphere,500,8,cma-es-ppmf-dp-2-pt-0.1
13133,5,Sphere,10,8,cma-es-ppmf-dp-2-pt-0.1
12902,5,Sphere,50,8,cma-es-ppmf-dp-2-pt-0.1
15553,5,Sphere,100,8,cma-es-ppmf-dp-2-pt-0.1
21506,5,Sphere,200,8,cma-es-ppmf-dp-2-pt-0.1
27390,5,Sphere,300,8,cma-es-ppmf-dp-2-pt-0.1
33282,5,Sphere,400,8,cma-es-ppmf-dp-2-pt-0.1
39578,5,Sphere,500,8,cma-es-ppmf-dp-2-pt-0.1
49774,10,Sphere,10,8,cma-es-ppmf-dp-2-pt-0.1
41156,10,Sphere,50,8,cma-es-ppmf-dp-2-pt-0.1
43328,10,Sphere,100,8,cma-es-ppmf-dp-2-pt-0.1
51455,10,Sphere,200,8,cma-es-ppmf-dp-2-pt-0.1
59898,10,Sphere,300,8,cma-es-ppmf-dp-2-pt-0.1
69372,10,Sphere,400,8,cma-es-ppmf-dp-2-pt-0.1
78155,10,Sphere,500,8,cma-es-ppmf-dp-2-pt-0.1
300002,30,Sphere,10,8,cma-es-ppmf-dp-2-pt-0.1
300032,30,Sphere,50,8,cma-es-ppmf-dp-2-pt-0.1
300070,30,Sphere,100,8,cma-es-ppmf-dp-2-pt-0.1
300092,30,Sphere,200,8,cma-es-ppmf-dp-2-pt-0.1
300096,30,Sphere,300,8,cma-es-ppmf-dp-2-pt-0.1
300348,30,Sphere,400,8,cma-es-ppmf-dp-2-pt-0.1
300098,30,Sphere,500,8,cma-es-ppmf-dp-2-pt-0.1
3596,2,Ellips10,10,8,cma-es-ppmf-dp-2-pt-0.1
4691,2,Ellips10,50,8,cma-es-ppmf-dp-2-pt-0.1
6564,2,Ellips10,100,8,cma-es-ppmf-dp-2-pt-0.1
10451,2,Ellips10,200,8,cma-es-ppmf-dp-2-pt-0.1
14146,2,Ellips10,300,8,cma-es-ppmf-dp-2-pt-0.1
17643,2,Ellips10,400,8,cma-es-ppmf-dp-2-pt-0.1
20039,2,Ellips10,500,8,cma-es-ppmf-dp-2-pt-0.1
12979,5,Ellips10,10,8,cma-es-ppmf-dp-2-pt-0.1
12851,5,Ellips10,50,8,cma-es-ppmf-dp-2-pt-0.1
15755,5,Ellips10,100,8,cma-es-ppmf-dp-2-pt-0.1
21707,5,Ellips10,200,8,cma-es-ppmf-dp-2-pt-0.1
27992,5,Ellips10,300,8,cma-es-ppmf-dp-2-pt-0.1
34084,5,Ellips10,400,8,cma-es-ppmf-dp-2-pt-0.1
39578,5,Ellips10,500,8,cma-es-ppmf-dp-2-pt-0.1
50115,10,Ellips10,10,8,cma-es-ppmf-dp-2-pt-0.1
42023,10,Ellips10,50,8,cma-es-ppmf-dp-2-pt-0.1
43934,10,Ellips10,100,8,cma-es-ppmf-dp-2-pt-0.1
52259,10,Ellips10,200,8,cma-es-ppmf-dp-2-pt-0.1
60801,10,Ellips10,300,8,cma-es-ppmf-dp-2-pt-0.1
70575,10,Ellips10,400,8,cma-es-ppmf-dp-2-pt-0.1
79157,10,Ellips10,500,8,cma-es-ppmf-dp-2-pt-0.1
23033,30,Ellips10,10,8,cma-es-ppmf-dp-2-pt-0.1
300032,30,Ellips10,50,8,cma-es-ppmf-dp-2-pt-0.1
300070,30,Ellips10,100,8,cma-es-ppmf-dp-2-pt-0.1
300092,30,Ellips10,200,8,cma-es-ppmf-dp-2-pt-0.1
300096,30,Ellips10,300,8,cma-es-ppmf-dp-2-pt-0.1
300348,30,Ellips10,400,8,cma-es-ppmf-dp-2-pt-0.1
300098,30,Ellips10,500,8,cma-es-ppmf-dp-2-pt-0.1
3662,2,Ellips100,10,8,cma-es-ppmf-dp-2-pt-0.1
4844,2,Ellips100,50,8,cma-es-ppmf-dp-2-pt-0.1
6766,2,Ellips100,100,8,cma-es-ppmf-dp-2-pt-0.1
10652,2,Ellips100,200,8,cma-es-ppmf-dp-2-pt-0.1
14447,2,Ellips100,300,8,cma-es-ppmf-dp-2-pt-0.1
18445,2,Ellips100,400,8,cma-es-ppmf-dp-2-pt-0.1
20039,2,Ellips100,500,8,cma-es-ppmf-dp-2-pt-0.1
13441,5,Ellips100,10,8,cma-es-ppmf-dp-2-pt-0.1
13310,5,Ellips100,50,8,cma-es-ppmf-dp-2-pt-0.1
16159,5,Ellips100,100,8,cma-es-ppmf-dp-2-pt-0.1
22511,5,Ellips100,200,8,cma-es-ppmf-dp-2-pt-0.1
28594,5,Ellips100,300,8,cma-es-ppmf-dp-2-pt-0.1
35688,5,Ellips100,400,8,cma-es-ppmf-dp-2-pt-0.1
41081,5,Ellips100,500,8,cma-es-ppmf-dp-2-pt-0.1
51215,10,Ellips100,10,8,cma-es-ppmf-dp-2-pt-0.1
43196,10,Ellips100,50,8,cma-es-ppmf-dp-2-pt-0.1
45651,10,Ellips100,100,8,cma-es-ppmf-dp-2-pt-0.1
53867,10,Ellips100,200,8,cma-es-ppmf-dp-2-pt-0.1
63510,10,Ellips100,300,8,cma-es-ppmf-dp-2-pt-0.1
72179,10,Ellips100,400,8,cma-es-ppmf-dp-2-pt-0.1
81161,10,Ellips100,500,8,cma-es-ppmf-dp-2-pt-0.1
300002,30,Ellips100,10,8,cma-es-ppmf-dp-2-pt-0.1
300032,30,Ellips100,50,8,cma-es-ppmf-dp-2-pt-0.1
300070,30,Ellips100,100,8,cma-es-ppmf-dp-2-pt-0.1
300092,30,Ellips100,200,8,cma-es-ppmf-dp-2-pt-0.1
300096,30,Ellips100,300,8,cma-es-ppmf-dp-2-pt-0.1
300348,30,Ellips100,400,8,cma-es-ppmf-dp-2-pt-0.1
300098,30,Ellips100,500,8,cma-es-ppmf-dp-2-pt-0.1
3332,2,Sphere,10,9,cma-es-ppmf-dp-2-pt-0.1
4538,2,Sphere,50,9,cma-es-ppmf-dp-2-pt-0.1
6463,2,Sphere,100,9,cma-es-ppmf-dp-2-pt-0.1
10049,2,Sphere,200,9,cma-es-ppmf-dp-2-pt-0.1
13544,2,Sphere,300,9,cma-es-ppmf-dp-2-pt-0.1
17242,2,Sphere,400,9,cma-es-ppmf-dp-2-pt-0.1
20039,2,Sphere,500,9,cma-es-ppmf-dp-2-pt-0.1
