FE,N,Eval,lambda,Iteration,Alg
17242,2,Sphere,400,13,cma-es-ppmf-dp-2-pt-0.1
20039,2,Sphere,500,13,cma-es-ppmf-dp-2-pt-0.1
13100,5,Sphere,10,13,cma-es-ppmf-dp-2-pt-0.1
12902,5,Sphere,50,13,cma-es-ppmf-dp-2-pt-0.1
15452,5,Sphere,100,13,cma-es-ppmf-dp-2-pt-0.1
21305,5,Sphere,200,13,cma-es-ppmf-dp-2-pt-0.1
27992,5,Sphere,300,13,cma-es-ppmf-dp-2-pt-0.1
33282,5,Sphere,400,13,cma-es-ppmf-dp-2-pt-0.1
39578,5,Sphere,500,13,cma-es-ppmf-dp-2-pt-0.1
49400,10,Sphere,10,13,cma-es-ppmf-dp-2-pt-0.1
41717,10,Sphere,50,13,cma-es-ppmf-dp-2-pt-0.1
43429,10,Sphere,100,13,cma-es-ppmf-dp-2-pt-0.1
51455,10,Sphere,200,13,cma-es-ppmf-dp-2-pt-0.1
60199,10,Sphere,300,13,cma-es-ppmf-dp-2-pt-0.1
69372,10,Sphere,400,13,cma-es-ppmf-dp-2-pt-0.1
78656,10,Sphere,500,13,cma-es-ppmf-dp-2-pt-0.1
300002,30,Sphere,10,13,cma-es-ppmf-dp-2-pt-0.1
300032,30,Sphere,50,13,cma-es-ppmf-dp-2-pt-0.1
300070,30,Sphere,100,13,cma-es-ppmf-dp-2-pt-0.1
300092,30,Sphere,200,13,cma-es-ppmf-dp-2-pt-0.1
300096,30,Sphere,300,13,cma-es-ppmf-dp-2-pt-0.1
300348,30,Sphere,400,13,cma-es-ppmf-dp-2-pt-0.1
300098,30,Sphere,500,13,cma-es-ppmf-dp-2-pt-0.1
3376,2,Ellips10,10,13,cma-es-ppmf-dp-2-pt-0.1
4691,2,Ellips10,50,13,cma-es-ppmf-dp-2-pt-0.1
6665,2,Ellips10,100,13,cma-es-ppmf-dp-2-pt-0.1
10652,2,Ellips10,200,13,cma-es-ppmf-dp-2-pt-0.1
14146,2,Ellips10,300,13,cma-es-ppmf-dp-2-pt-0.1
17242,2,Ellips10,400,13,cma-es-ppmf-dp-2-pt-0.1
20039,2,Ellips10,500,13,cma-es-ppmf-dp-2-pt-0.1
13276,5,Ellips10,10,13,cma-es-ppmf-dp-2-pt-0.1
12953,5,Ellips10,50,13,cma-es-ppmf-dp-2-pt-0.1
15856,5,Ellips10,100,13,cma-es-ppmf-dp-2-pt-0.1
21908,5,Ellips10,200,13,cma-es-ppmf-dp-2-pt-0.1
28293,5,Ellips10,300,13,cma-es-ppmf-dp-2-pt-0.1
34084,5,Ellips10,400,13,cma-es-ppmf-dp-2-pt-0.1
40580,5,Ellips10,500,13,cma-es-ppmf-dp-2-pt-0.1
50049,10,Ellips10,10,13,cma-es-ppmf-dp-2-pt-0.1
42278,10,Ellips10,50,13,cma-es-ppmf-dp-2-pt-0.1
43833,10,Ellips10,100,13,cma-es-ppmf-dp-2-pt-0.1
52862,10,Ellips10,200,13,cma-es-ppmf-dp-2-pt-0.1
61403,10,Ellips10,300,13,cma-es-ppmf-dp-2-pt-0.1
70174,10,Ellips10,400,13,cma-es-ppmf-dp-2-pt-0.1
78656,10,Ellips10,500,13,cma-es-ppmf-dp-2-pt-0.1
300002,30,Ellips10,10,13,cma-es-ppmf-dp-2-pt-0.1
300032,30,Ellips10,50,13,cma-es-ppmf-dp-2-pt-0.1
300070,30,Ellips10,100,13,cma-es-ppmf-dp-2-pt-0.1
300092,30,Ellips10,200,13,cma-es-ppmf-dp-2-pt-0.1
300096,30,Ellips10,300,13,cma-es-ppmf-dp-2-pt-0.1
300348,30,Ellips10,400,13,cma-es-ppmf-dp-2-pt-0.1
300098,30,Ellips10,500,13,cma-es-ppmf-dp-2-pt-0.1
3706,2,Ellips100,10,13,cma-es-ppmf-dp-2-pt-0.1
4793,2,Ellips100,50,13,cma-es-ppmf-dp-2-pt-0.1
6766,2,Ellips100,100,13,cma-es-ppmf-dp-2-pt-0.1
10652,2,Ellips100,200,13,cma-es-ppmf-dp-2-pt-0.1
15049,2,Ellips100,300,13,cma-es-ppmf-dp-2-pt-0.1
18044,2,Ellips100,400,13,cma-es-ppmf-dp-2-pt-0.1
20039,2,Ellips100,500,13,cma-es-ppmf-dp-2-pt-0.1
13386,5,Ellips100,10,13,cma-es-ppmf-dp-2-pt-0.1
13361,5,Ellips100,50,13,cma-es-ppmf-dp-2-pt-0.1
16058,5,Ellips100,100,13,cma-es-ppmf-dp-2-pt-0.1
22511,5,Ellips100,200,13,cma-es-ppmf-dp-2-pt-0.1
28594,5,Ellips100,300,13,cma-es-ppmf-dp-2-pt-0.1
35287,5,Ellips100,400,13,cma-es-ppmf-dp-2-pt-0.1
41081,5,Ellips100,500,13,cma-es-ppmf-dp-2-pt-0.1
52018,10,Ellips100,10,13,cma-es-ppmf-dp-2-pt-0.1
42839,10,Ellips100,50,13,cma-es-ppmf-dp-2-pt-0.1
46055,10,Ellips100,100,13,cma-es-ppmf-dp-2-pt-0.1
54269,10,Ellips100,200,13,cma-es-ppmf-dp-2-pt-0.1
62607,10,Ellips100,300,13,cma-es-ppmf-dp-2-pt-0.1
71778,10,Ellips100,400,13,cma-es-ppmf-dp-2-pt-0.1
80660,10,Ellips100,500,13,cma-es-ppmf-dp-2-pt-0.1
22791,30,Ellips100,10,13,cma-es-ppmf-dp-2-pt-0.1
300032,30,Ellips100,50,13,cma-es-ppmf-dp-2-pt-0.1
300070,30,Ellips100,100,13,cma-es-ppmf-dp-2-pt-0.1
300092,30,Ellips100,200,13,cma-es-ppmf-dp-2-pt-0.1
300096,30,Ellips100,300,13,cma-es-ppmf-dp-2-pt-0.1
300348,30,Ellips100,400,13,cma-es-ppmf-dp-2-pt-0.1
300098,30,Ellips100,500,13,cma-es-ppmf-dp-2-pt-0.1
3354,2,Sphere,10,14,cma-es-ppmf-dp-2-pt-0.1
4691,2,Sphere,50,14,cma-es-ppmf-dp-2-pt-0.1
6463,2,Sphere,100,14,cma-es-ppmf-dp-2-pt-0.1
10049,2,Sphere,200,14,cma-es-ppmf-dp-2-pt-0.1
13544,2,Sphere,300,14,cma-es-ppmf-dp-2-pt-0.1
17242,2,Sphere,400,14,cma-es-ppmf-dp-2-pt-0.1
20039,2,Sphere,500,14,cma-es-ppmf-dp-2-pt-0.1
13243,5,Sphere,10,14,cma-es-ppmf-dp-2-pt-0.1
12647,5,Sphere,50,14,cma-es-ppmf-dp-2-pt-0.1
15654,5,Sphere,100,14,cma-es-ppmf-dp-2-pt-0.1
21707,5,Sphere,200,14,cma-es-ppmf-dp-2-pt-0.1
27390,5,Sphere,300,14,cma-es-ppmf-dp-2-pt-0.1
33282,5,Sphere,400,14,cma-es-ppmf-dp-2-pt-0.1
39578,5,Sphere,500,14,cma-es-ppmf-dp-2-pt-0.1
49928,10,Sphere,10,14,cma-es-ppmf-dp-2-pt-0.1
41309,10,Sphere,50,14,cma-es-ppmf-dp-2-pt-0.1
43631,10,Sphere,100,14,cma-es-ppmf-dp-2-pt-0.1
51857,10,Sphere,200,14,cma-es-ppmf-dp-2-pt-0.1
59898,10,Sphere,300,14,cma-es-ppmf-dp-2-pt-0.1
68570,10,Sphere,400,14,cma-es-ppmf-dp-2-pt-0.1
77654,10,Sphere,500,14,cma-es-ppmf-dp-2-pt-0.1
19964,30,Sphere,10,14,cma-es-ppmf-dp-2-pt-0.1
300032,30,Sphere,50,14,cma-es-ppmf-dp-2-pt-0.1
300070,30,Sphere,100,14,cma-es-ppmf-dp-2-pt-0.1
300092,30,Sphere,200,14,cma-es-ppmf-dp-2-pt-0.1
300096,30,Sphere,300,14,cma-es-ppmf-dp-2-pt-0.1
300348,30,Sphere,400,14,cma-es-ppmf-dp-2-pt-0.1
300098,30,Sphere,500,14,cma-es-ppmf-dp-2-pt-0.1
3475,2,Ellips10,10,14,cma-es-ppmf-dp-2-pt-0.1
4742,2,Ellips10,50,14,cma-es-ppmf-dp-2-pt-0.1
6564,2,Ellips10,100,14,cma-es-ppmf-dp-2-pt-0.1
10250,2,Ellips10,200,14,cma-es-ppmf-dp-2-pt-0.1
13845,2,Ellips10,300,14,cma-es-ppmf-dp-2-pt-0.1
17643,2,Ellips10,400,14,cma-es-ppmf-dp-2-pt-0.1
20039,2,Ellips10,500,14,cma-es-ppmf-dp-2-pt-0.1
13067,5,Ellips10,10,14,cma-es-ppmf-dp-2-pt-0.1
12953,5,Ellips10,50,14,cma-es-ppmf-dp-2-pt-0.1
15957,5,Ellips10,100,14,cma-es-ppmf-dp-2-pt-0.1
21707,5,Ellips10,200,14,cma-es-ppmf-dp-2-pt-0.1
27992,5,Ellips10,300,14,cma-es-ppmf-dp-2-pt-0.1
34084,5,Ellips10,400,14,cma-es-ppmf-dp-2-pt-0.1
39578,5,Ellips10,500,14,cma-es-ppmf-dp-2-pt-0.1
50478,10,Ellips10,10,14,cma-es-ppmf-dp-2-pt-0.1
42584,10,Ellips10,50,14,cma-es-ppmf-dp-2-pt-0.1
44439,10,Ellips10,100,14,cma-es-ppmf-dp-2-pt-0.1
52862,10,Ellips10,200,14,cma-es-ppmf-dp-2-pt-0.1
61704,10,Ellips10,300,14,cma-es-ppmf-dp-2-pt-0.1
70174,10,Ellips10,400,14,cma-es-ppmf-dp-2-pt-0.1
79658,10,Ellips10,500,14,cma-es-ppmf-dp-2-pt-0.1
300002,30,Ellips10,10,14,cma-es-ppmf-dp-2-pt-0.1
300032,30,Ellips10,50,14,cma-es-ppmf-dp-2-pt-0.1
300070,30,Ellips10,100,14,cma-es-ppmf-dp-2-pt-0.1
300092,30,Ellips10,200,14,cma-es-ppmf-dp-2-pt-0.1
300096,30,Ellips10,300,14,cma-es-ppmf-dp-2-pt-0.1
300348,30,Ellips10,400,14,cma-es-ppmf-dp-2-pt-0.1
300098,30,Ellips10,500,14,cma-es-ppmf-dp-2-pt-0.1
3684,2,Ellips100,10,14,cma-es-ppmf-dp-2-pt-0.1
4844,2,Ellips100,50,14,cma-es-ppmf-dp-2-pt-0.1
6867,2,Ellips100,100,14,cma-es-ppmf-dp-2-pt-0.1
10451,2,Ellips100,200,14,cma-es-ppmf-dp-2-pt-0.1
14146,2,Ellips100,300,14,cma-es-ppmf-dp-2-pt-0.1
17643,2,Ellips100,400,14,cma-es-ppmf-dp-2-pt-0.1
20039,2,Ellips100,500,14,cma-es-ppmf-dp-2-pt-0.1
13606,5,Ellips100,10,14,cma-es-ppmf-dp-2-pt-0.1
13412,5,Ellips100,50,14,cma-es-ppmf-dp-2-pt-0.1
16260,5,Ellips100,100,14,cma-es-ppmf-dp-2-pt-0.1
22511,5,Ellips100,200,14,cma-es-ppmf-dp-2-pt-0.1
28895,5,Ellips100,300,14,cma-es-ppmf-dp-2-pt-0.1
35287,5,Ellips100,400,14,cma-es-ppmf-dp-2-pt-0.1
41081,5,Ellips100,500,14,cma-es-ppmf-dp-2-pt-0.1
51226,10,Ellips100,10,14,cma-es-ppmf-dp-2-pt-0.1
43400,10,Ellips100,50,14,cma-es-ppmf-dp-2-pt-0.1
45348,10,Ellips100,100,14,cma-es-ppmf-dp-2-pt-0.1
53867,10,Ellips100,200,14,cma-es-ppmf-dp-2-pt-0.1
62607,10,Ellips100,300,14,cma-es-ppmf-dp-2-pt-0.1
72580,10,Ellips100,400,14,cma-es-ppmf-dp-2-pt-0.1
81161,10,Ellips100,500,14,cma-es-ppmf-dp-2-pt-0.1
19315,30,Ellips100,10,14,cma-es-ppmf-dp-2-pt-0.1
300032,30,Ellips100,50,14,cma-es-ppmf-dp-2-pt-0.1
300070,30,Ellips100,100,14,cma-es-ppmf-dp-2-pt-0.1
300092,30,Ellips100,200,14,cma-es-ppmf-dp-2-pt-0.1
300096,30,Ellips100,300,14,cma-es-ppmf-dp-2-pt-0.1
300348,30,Ellips100,400,14,cma-es-ppmf-dp-2-pt-0.1
300098,30,Ellips100,500,14,cma-es-ppmf-dp-2-pt-0.1
3288,2,Sphere,10,15,cma-es-ppmf-dp-2-pt-0.1
4640,2,Sphere,50,15,cma-es-ppmf-dp-2-pt-0.1
6362,2,Sphere,100,15,cma-es-ppmf-dp-2-pt-0.1
10049,2,Sphere,200,15,cma-es-ppmf-dp-2-pt-0.1
13845,2,Sphere,300,15,cma-es-ppmf-dp-2-pt-0.1
17242,2,Sphere,400,15,cma-es-ppmf-dp-2-pt-0.1
20039,2,Sphere,500,15,cma-es-ppmf-dp-2-pt-0.1
13034,5,Sphere,10,15,cma-es-ppmf-dp-2-pt-0.1
12851,5,Sphere,50,15,cma-es-ppmf-dp-2-pt-0.1
15351,5,Sphere,100,15,cma-es-ppmf-dp-2-pt-0.1
21707,5,Sphere,200,15,cma-es-ppmf-dp-2-pt-0.1
27089,5,Sphere,300,15,cma-es-ppmf-dp-2-pt-0.1
33282,5,Sphere,400,15,cma-es-ppmf-dp-2-pt-0.1
39578,5,Sphere,500,15,cma-es-ppmf-dp-2-pt-0.1
49070,10,Sphere,10,15,cma-es-ppmf-dp-2-pt-0.1
41411,10,Sphere,50,15,cma-es-ppmf-dp-2-pt-0.1
43631,10,Sphere,100,15,cma-es-ppmf-dp-2-pt-0.1
51053,10,Sphere,200,15,cma-es-ppmf-dp-2-pt-0.1
60199,10,Sphere,300,15,cma-es-ppmf-dp-2-pt-0.1
68570,10,Sphere,400,15,cma-es-ppmf-dp-2-pt-0.1
78656,10,Sphere,500,15,cma-es-ppmf-dp-2-pt-0.1
300002,30,Sphere,10,15,cma-es-ppmf-dp-2-pt-0.1
300032,30,Sphere,50,15,cma-es-ppmf-dp-2-pt-0.1
300070,30,Sphere,100,15,cma-es-ppmf-dp-2-pt-0.1
300092,30,Sphere,200,15,cma-es-ppmf-dp-2-pt-0.1
300096,30,Sphere,300,15,cma-es-ppmf-dp-2-pt-0.1
300348,30,Sphere,400,15,cma-es-ppmf-dp-2-pt-0.1
300098,30,Sphere,500,15,cma-es-ppmf-dp-2-pt-0.1
3453,2,Ellips10,10,15,cma-es-ppmf-dp-2-pt-0.1
4793,2,Ellips10,50,15,cma-es-ppmf-dp-2-pt-0.1
6665,2,Ellips10,100,15,cma-es-ppmf-dp-2-pt-0.1
10451,2,Ellips10,200,15,cma-es-ppmf-dp-2-pt-0.1
13845,2,Ellips10,300,15,cma-es-ppmf-dp-2-pt-0.1
17242,2,Ellips10,400,15,cma-es-ppmf-dp-2-pt-0.1
20039,2,Ellips10,500,15,cma-es-ppmf-dp-2-pt-0.1
13155,5,Ellips10,10,15,cma-es-ppmf-dp-2-pt-0.1
13259,5,Ellips10,50,15,cma-es-ppmf-dp-2-pt-0.1
15957,5,Ellips10,100,15,cma-es-ppmf-dp-2-pt-0.1
21707,5,Ellips10,200,15,cma-es-ppmf-dp-2-pt-0.1
28293,5,Ellips10,300,15,cma-es-ppmf-dp-2-pt-0.1
33683,5,Ellips10,400,15,cma-es-ppmf-dp-2-pt-0.1
39578,5,Ellips10,500,15,cma-es-ppmf-dp-2-pt-0.1
50082,10,Ellips10,10,15,cma-es-ppmf-dp-2-pt-0.1
42788,10,Ellips10,50,15,cma-es-ppmf-dp-2-pt-0.1
44035,10,Ellips10,100,15,cma-es-ppmf-dp-2-pt-0.1
52058,10,Ellips10,200,15,cma-es-ppmf-dp-2-pt-0.1
61403,10,Ellips10,300,15,cma-es-ppmf-dp-2-pt-0.1
70174,10,Ellips10,400,15,cma-es-ppmf-dp-2-pt-0.1
79658,10,Ellips10,500,15,cma-es-ppmf-dp-2-pt-0.1
300002,30,Ellips10,10,15,cma-es-ppmf-dp-2-pt-0.1
300032,30,Ellips10,50,15,cma-es-ppmf-dp-2-pt-0.1
300070,30,Ellips10,100,15,cma-es-ppmf-dp-2-pt-0.1
300092,30,Ellips10,200,15,cma-es-ppmf-dp-2-pt-0.1
300096,30,Ellips10,300,15,cma-es-ppmf-dp-2-pt-0.1
300348,30,Ellips10,400,15,cma-es-ppmf-dp-2-pt-0.1
300098,30,Ellips10,500,15,cma-es-ppmf-dp-2-pt-0.1
3596,2,Ellips100,10,15,cma-es-ppmf-dp-2-pt-0.1
4895,2,Ellips100,50,15,cma-es-ppmf-dp-2-pt-0.1
6766,2,Ellips100,100,15,cma-es-ppmf-dp-2-pt-0.1
10451,2,Ellips100,200,15,cma-es-ppmf-dp-2-pt-0.1
14447,2,Ellips100,300,15,cma-es-ppmf-dp-2-pt-0.1
18044,2,Ellips100,400,15,cma-es-ppmf-dp-2-pt-0.1
20039,2,Ellips100,500,15,cma-es-ppmf-dp-2-pt-0.1
13760,5,Ellips100,10,15,cma-es-ppmf-dp-2-pt-0.1
13361,5,Ellips100,50,15,cma-es-ppmf-dp-2-pt-0.1
16361,5,Ellips100,100,15,cma-es-ppmf-dp-2-pt-0.1
22310,5,Ellips100,200,15,cma-es-ppmf-dp-2-pt-0.1
28594,5,Ellips100,300,15,cma-es-ppmf-dp-2-pt-0.1
34485,5,Ellips100,400,15,cma-es-ppmf-dp-2-pt-0.1
41582,5,Ellips100,500,15,cma-es-ppmf-dp-2-pt-0.1
51809,10,Ellips100,10,15,cma-es-ppmf-dp-2-pt-0.1
43400,10,Ellips100,50,15,cma-es-ppmf-dp-2-pt-0.1
45853,10,Ellips100,100,15,cma-es-ppmf-dp-2-pt-0.1
53666,10,Ellips100,200,15,cma-es-ppmf-dp-2-pt-0.1
63209,10,Ellips100,300,15,cma-es-ppmf-dp-2-pt-0.1
72179,10,Ellips100,400,15,cma-es-ppmf-dp-2-pt-0.1
81161,10,Ellips100,500,15,cma-es-ppmf-dp-2-pt-0.1
300002,30,Ellips100,10,15,cma-es-ppmf-dp-2-pt-0.1
300032,30,Ellips100,50,15,cma-es-ppmf-dp-2-pt-0.1
300070,30,Ellips100,100,15,cma-es-ppmf-dp-2-pt-0.1
300092,30,Ellips100,200,15,cma-es-ppmf-dp-2-pt-0.1
300096,30,Ellips100,300,15,cma-es-ppmf-dp-2-pt-0.1
300348,30,Ellips100,400,15,cma-es-ppmf-dp-2-pt-0.1
300098,30,Ellips100,500,15,cma-es-ppmf-dp-2-pt-0.1
3310,2,Sphere,10,16,cma-es-ppmf-dp-2-pt-0.1
4589,2,Sphere,50,16,cma-es-ppmf-dp-2-pt-0.1
6463,2,Sphere,100,16,cma-es-ppmf-dp-2-pt-0.1
10250,2,Sphere,200,16,cma-es-ppmf-dp-2-pt-0.1
13544,2,Sphere,300,16,cma-es-ppmf-dp-2-pt-0.1
16841,2,Sphere,400,16,cma-es-ppmf-dp-2-pt-0.1
20039,2,Sphere,500,16,cma-es-ppmf-dp-2-pt-0.1
13221,5,Sphere,10,16,cma-es-ppmf-dp-2-pt-0.1
12749,5,Sphere,50,16,cma-es-ppmf-dp-2-pt-0.1
15553,5,Sphere,100,16,cma-es-ppmf-dp-2-pt-0.1
21506,5,Sphere,200,16,cma-es-ppmf-dp-2-pt-0.1
27390,5,Sphere,300,16,cma-es-ppmf-dp-2-pt-0.1
33282,5,Sphere,400,16,cma-es-ppmf-dp-2-pt-0.1
39077,5,Sphere,500,16,cma-es-ppmf-dp-2-pt-0.1
49312,10,Sphere,10,16,cma-es-ppmf-dp-2-pt-0.1
41360,10,Sphere,50,16,cma-es-ppmf-dp-2-pt-0.1
44035,10,Sphere,100,16,cma-es-ppmf-dp-2-pt-0.1
51656,10,Sphere,200,16,cma-es-ppmf-dp-2-pt-0.1
59597,10,Sphere,300,16,cma-es-ppmf-dp-2-pt-0.1
68169,10,Sphere,400,16,cma-es-ppmf-dp-2-pt-0.1
77153,10,Sphere,500,16,cma-es-ppmf-dp-2-pt-0.1
300002,30,Sphere,10,16,cma-es-ppmf-dp-2-pt-0.1
300032,30,Sphere,50,16,cma-es-ppmf-dp-2-pt-0.1
300070,30,Sphere,100,16,cma-es-ppmf-dp-2-pt-0.1
300092,30,Sphere,200,16,cma-es-ppmf-dp-2-pt-0.1
300096,30,Sphere,300,16,cma-es-ppmf-dp-2-pt-0.1
300348,30,Sphere,400,16,cma-es-ppmf-dp-2-pt-0.1
300098,30,Sphere,500,16,cma-es-ppmf-dp-2-pt-0.1
3453,2,Ellips10,10,16,cma-es-ppmf-dp-2-pt-0.1
4742,2,Ellips10,50,16,cma-es-ppmf-dp-2-pt-0.1
6564,2,Ellips10,100,16,cma-es-ppmf-dp-2-pt-0.1
10250,2,Ellips10,200,16,cma-es-ppmf-dp-2-pt-0.1
13845,2,Ellips10,300,16,cma-es-ppmf-dp-2-pt-0.1
17643,2,Ellips10,400,16,cma-es-ppmf-dp-2-pt-0.1
20039,2,Ellips10,500,16,cma-es-ppmf-dp-2-pt-0.1
13441,5,Ellips10,10,16,cma-es-ppmf-dp-2-pt-0.1
13208,5,Ellips10,50,16,cma-es-ppmf-dp-2-pt-0.1
15856,5,Ellips10,100,16,cma-es-ppmf-dp-2-pt-0.1
21908,5,Ellips10,200,16,cma-es-ppmf-dp-2-pt-0.1
28293,5,Ellips10,300,16,cma-es-ppmf-dp-2-pt-0.1
34084,5,Ellips10,400,16,cma-es-ppmf-dp-2-pt-0.1
40580,5,Ellips10,500,16,cma-es-ppmf-dp-2-pt-0.1
50368,10,Ellips10,10,16,cma-es-ppmf-dp-2-pt-0.1
42737,10,Ellips10,50,16,cma-es-ppmf-dp-2-pt-0.1
44035,10,Ellips10,100,16,cma-es-ppmf-dp-2-pt-0.1
52259,10,Ellips10,200,16,cma-es-ppmf-dp-2-pt-0.1
60801,10,Ellips10,300,16,cma-es-ppmf-dp-2-pt-0.1
70174,10,Ellips10,400,16,cma-es-ppmf-dp-2-pt-0.1
79157,10,Ellips10,500,16,cma-es-ppmf-dp-2-pt-0.1
300002,30,Ellips10,10,16,cma-es-ppmf-dp-2-pt-0.1
300032,30,Ellips10,50,16,cma-es-ppmf-dp-2-pt-0.1
300070,30,Ellips10,100,16,cma-es-ppmf-dp-2-pt-0.1
300092,30,Ellips10,200,16,cma-es-ppmf-dp-2-pt-0.1
300096,30,Ellips10,300,16,cma-es-ppmf-dp-2-pt-0.1
300348,30,Ellips10,400,16,cma-es-ppmf-dp-2-pt-0.1
300098,30,Ellips10,500,16,cma-es-ppmf-dp-2-pt-0.1
3717,2,Ellips100,10,16,cma-es-ppmf-dp-2-pt-0.1
4946,2,Ellips100,50,16,cma-es-ppmf-dp-2-pt-0.1
6968,2,Ellips100,100,16,cma-es-ppmf-dp-2-pt-0.1
10652,2,Ellips100,200,16,cma-es-ppmf-dp-2-pt-0.1
15049,2,Ellips100,300,16,cma-es-ppmf-dp-2-pt-0.1
18044,2,Ellips100,400,16,cma-es-ppmf-dp-2-pt-0.1
20039,2,Ellips100,500,16,cma-es-ppmf-dp-2-pt-0.1
13859,5,Ellips100,10,16,cma-es-ppmf-dp-2-pt-0.1
13361,5,Ellips100,50,16,cma-es-ppmf-dp-2-pt-0.1
16260,5,Ellips100,100,16,cma-es-ppmf-dp-2-pt-0.1
22511,5,Ellips100,200,16,cma-es-ppmf-dp-2-pt-0.1
28594,5,Ellips100,300,16,cma-es-ppmf-dp-2-pt-0.1
34886,5,Ellips100,400,16,cma-es-ppmf-dp-2-pt-0.1
40580,5,Ellips100,500,16,cma-es-ppmf-dp-2-pt-0.1
51732,10,Ellips100,10,16,cma-es-ppmf-dp-2-pt-0.1
43604,10,Ellips100,50,16,cma-es-ppmf-dp-2-pt-0.1
45449,10,Ellips100,100,16,cma-es-ppmf-dp-2-pt-0.1
53465,10,Ellips100,200,16,cma-es-ppmf-dp-2-pt-0.1
62908,10,Ellips100,300,16,cma-es-ppmf-dp-2-pt-0.1
72179,10,Ellips100,400,16,cma-es-ppmf-dp-2-pt-0.1
81161,10,Ellips100,500,16,cma-es-ppmf-dp-2-pt-0.1
300002,30,Ellips100,10,16,cma-es-ppmf-dp-2-pt-0.1
300032,30,Ellips100,50,16,cma-es-ppmf-dp-2-pt-0.1
300070,30,Ellips100,100,16,cma-es-ppmf-dp-2-pt-0.1
300092,30,Ellips100,200,16,cma-es-ppmf-dp-2-pt-0.1
300096,30,Ellips100,300,16,cma-es-ppmf-dp-2-pt-0.1
300348,30,Ellips100,400,16,cma-es-ppmf-dp-2-pt-0.1
300098,30,Ellips100,500,16,cma-es-ppmf-dp-2-pt-0.1
3431,2,Sphere,10,17,cma-es-ppmf-dp-2-pt-0.1
4640,2,Sphere,50,17,cma-es-ppmf-dp-2-pt-0.1
