FE,N,Eval,sigma,Iteration,Alg
15599,5,Sphere,0.001,9,cma-es-ppmf-dp-2-pt-0.1
14939,5,Sphere,0.01,9,cma-es-ppmf-dp-2-pt-0.1
13599,5,Sphere,0.1,9,cma-es-ppmf-dp-2-pt-0.1
12539,5,Sphere,1,9,cma-es-ppmf-dp-2-pt-0.1
11359,5,Sphere,10,9,cma-es-ppmf-dp-2-pt-0.1
10279,5,Sphere,100,9,cma-es-ppmf-dp-2-pt-0.1
9299,5,Sphere,1000,9,cma-es-ppmf-dp-2-pt-0.1
53079,10,Sphere,0.001,9,cma-es-ppmf-dp-2-pt-0.1
49599,10,Sphere,0.01,9,cma-es-ppmf-dp-2-pt-0.1
46319,10,Sphere,0.1,9,cma-es-ppmf-dp-2-pt-0.1
42199,10,Sphere,1,9,cma-es-ppmf-dp-2-pt-0.1
39159,10,Sphere,10,9,cma-es-ppmf-dp-2-pt-0.1
34439,10,Sphere,100,9,cma-es-ppmf-dp-2-pt-0.1
31439,10,Sphere,1000,9,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.001,9,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.01,9,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.1,9,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,1,9,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,10,9,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,100,9,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,1000,9,cma-es-ppmf-dp-2-pt-0.1
4599,2,Ellips10,0.001,9,cma-es-ppmf-dp-2-pt-0.1
4167,2,Ellips10,0.01,9,cma-es-ppmf-dp-2-pt-0.1
3903,2,Ellips10,0.1,9,cma-es-ppmf-dp-2-pt-0.1
3591,2,Ellips10,1,9,cma-es-ppmf-dp-2-pt-0.1
3455,2,Ellips10,10,9,cma-es-ppmf-dp-2-pt-0.1
3071,2,Ellips10,100,9,cma-es-ppmf-dp-2-pt-0.1
2607,2,Ellips10,1000,9,cma-es-ppmf-dp-2-pt-0.1
16079,5,Ellips10,0.001,9,cma-es-ppmf-dp-2-pt-0.1
14979,5,Ellips10,0.01,9,cma-es-ppmf-dp-2-pt-0.1
13819,5,Ellips10,0.1,9,cma-es-ppmf-dp-2-pt-0.1
12679,5,Ellips10,1,9,cma-es-ppmf-dp-2-pt-0.1
11519,5,Ellips10,10,9,cma-es-ppmf-dp-2-pt-0.1
10519,5,Ellips10,100,9,cma-es-ppmf-dp-2-pt-0.1
9659,5,Ellips10,1000,9,cma-es-ppmf-dp-2-pt-0.1
54359,10,Ellips10,0.001,9,cma-es-ppmf-dp-2-pt-0.1
50319,10,Ellips10,0.01,9,cma-es-ppmf-dp-2-pt-0.1
47079,10,Ellips10,0.1,9,cma-es-ppmf-dp-2-pt-0.1
42599,10,Ellips10,1,9,cma-es-ppmf-dp-2-pt-0.1
39839,10,Ellips10,10,9,cma-es-ppmf-dp-2-pt-0.1
36479,10,Ellips10,100,9,cma-es-ppmf-dp-2-pt-0.1
32759,10,Ellips10,1000,9,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.001,9,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.01,9,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.1,9,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,1,9,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,10,9,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,100,9,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,1000,9,cma-es-ppmf-dp-2-pt-0.1
4951,2,Ellips100,0.001,9,cma-es-ppmf-dp-2-pt-0.1
4375,2,Ellips100,0.01,9,cma-es-ppmf-dp-2-pt-0.1
3935,2,Ellips100,0.1,9,cma-es-ppmf-dp-2-pt-0.1
3647,2,Ellips100,1,9,cma-es-ppmf-dp-2-pt-0.1
3359,2,Ellips100,10,9,cma-es-ppmf-dp-2-pt-0.1
3095,2,Ellips100,100,9,cma-es-ppmf-dp-2-pt-0.1
2655,2,Ellips100,1000,9,cma-es-ppmf-dp-2-pt-0.1
16139,5,Ellips100,0.001,9,cma-es-ppmf-dp-2-pt-0.1
15439,5,Ellips100,0.01,9,cma-es-ppmf-dp-2-pt-0.1
14239,5,Ellips100,0.1,9,cma-es-ppmf-dp-2-pt-0.1
12939,5,Ellips100,1,9,cma-es-ppmf-dp-2-pt-0.1
12239,5,Ellips100,10,9,cma-es-ppmf-dp-2-pt-0.1
10739,5,Ellips100,100,9,cma-es-ppmf-dp-2-pt-0.1
9819,5,Ellips100,1000,9,cma-es-ppmf-dp-2-pt-0.1
55519,10,Ellips100,0.001,9,cma-es-ppmf-dp-2-pt-0.1
51959,10,Ellips100,0.01,9,cma-es-ppmf-dp-2-pt-0.1
48439,10,Ellips100,0.1,9,cma-es-ppmf-dp-2-pt-0.1
44359,10,Ellips100,1,9,cma-es-ppmf-dp-2-pt-0.1
40839,10,Ellips100,10,9,cma-es-ppmf-dp-2-pt-0.1
37319,10,Ellips100,100,9,cma-es-ppmf-dp-2-pt-0.1
33519,10,Ellips100,1000,9,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.001,9,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.01,9,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.1,9,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,1,9,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,10,9,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,100,9,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,1000,9,cma-es-ppmf-dp-2-pt-0.1
4479,2,Sphere,0.001,10,cma-es-ppmf-dp-2-pt-0.1
4143,2,Sphere,0.01,10,cma-es-ppmf-dp-2-pt-0.1
3855,2,Sphere,0.1,10,cma-es-ppmf-dp-2-pt-0.1
3471,2,Sphere,1,10,cma-es-ppmf-dp-2-pt-0.1
3175,2,Sphere,10,10,cma-es-ppmf-dp-2-pt-0.1
2927,2,Sphere,100,10,cma-es-ppmf-dp-2-pt-0.1
2615,2,Sphere,1000,10,cma-es-ppmf-dp-2-pt-0.1
15859,5,Sphere,0.001,10,cma-es-ppmf-dp-2-pt-0.1
14519,5,Sphere,0.01,10,cma-es-ppmf-dp-2-pt-0.1
13639,5,Sphere,0.1,10,cma-es-ppmf-dp-2-pt-0.1
12499,5,Sphere,1,10,cma-es-ppmf-dp-2-pt-0.1
11279,5,Sphere,10,10,cma-es-ppmf-dp-2-pt-0.1
10319,5,Sphere,100,10,cma-es-ppmf-dp-2-pt-0.1
9179,5,Sphere,1000,10,cma-es-ppmf-dp-2-pt-0.1
53239,10,Sphere,0.001,10,cma-es-ppmf-dp-2-pt-0.1
49799,10,Sphere,0.01,10,cma-es-ppmf-dp-2-pt-0.1
46159,10,Sphere,0.1,10,cma-es-ppmf-dp-2-pt-0.1
42679,10,Sphere,1,10,cma-es-ppmf-dp-2-pt-0.1
38999,10,Sphere,10,10,cma-es-ppmf-dp-2-pt-0.1
35239,10,Sphere,100,10,cma-es-ppmf-dp-2-pt-0.1
31759,10,Sphere,1000,10,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.001,10,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.01,10,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.1,10,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,1,10,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,10,10,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,100,10,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,1000,10,cma-es-ppmf-dp-2-pt-0.1
4615,2,Ellips10,0.001,10,cma-es-ppmf-dp-2-pt-0.1
4279,2,Ellips10,0.01,10,cma-es-ppmf-dp-2-pt-0.1
3999,2,Ellips10,0.1,10,cma-es-ppmf-dp-2-pt-0.1
3495,2,Ellips10,1,10,cma-es-ppmf-dp-2-pt-0.1
3215,2,Ellips10,10,10,cma-es-ppmf-dp-2-pt-0.1
3007,2,Ellips10,100,10,cma-es-ppmf-dp-2-pt-0.1
2631,2,Ellips10,1000,10,cma-es-ppmf-dp-2-pt-0.1
15939,5,Ellips10,0.001,10,cma-es-ppmf-dp-2-pt-0.1
14879,5,Ellips10,0.01,10,cma-es-ppmf-dp-2-pt-0.1
13839,5,Ellips10,0.1,10,cma-es-ppmf-dp-2-pt-0.1
12799,5,Ellips10,1,10,cma-es-ppmf-dp-2-pt-0.1
11539,5,Ellips10,10,10,cma-es-ppmf-dp-2-pt-0.1
10619,5,Ellips10,100,10,cma-es-ppmf-dp-2-pt-0.1
9559,5,Ellips10,1000,10,cma-es-ppmf-dp-2-pt-0.1
54999,10,Ellips10,0.001,10,cma-es-ppmf-dp-2-pt-0.1
50959,10,Ellips10,0.01,10,cma-es-ppmf-dp-2-pt-0.1
46999,10,Ellips10,0.1,10,cma-es-ppmf-dp-2-pt-0.1
43479,10,Ellips10,1,10,cma-es-ppmf-dp-2-pt-0.1
39919,10,Ellips10,10,10,cma-es-ppmf-dp-2-pt-0.1
35839,10,Ellips10,100,10,cma-es-ppmf-dp-2-pt-0.1
32639,10,Ellips10,1000,10,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.001,10,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.01,10,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.1,10,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,1,10,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,10,10,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,100,10,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,1000,10,cma-es-ppmf-dp-2-pt-0.1
4727,2,Ellips100,0.001,10,cma-es-ppmf-dp-2-pt-0.1
4391,2,Ellips100,0.01,10,cma-es-ppmf-dp-2-pt-0.1
4079,2,Ellips100,0.1,10,cma-es-ppmf-dp-2-pt-0.1
3783,2,Ellips100,1,10,cma-es-ppmf-dp-2-pt-0.1
3487,2,Ellips100,10,10,cma-es-ppmf-dp-2-pt-0.1
3255,2,Ellips100,100,10,cma-es-ppmf-dp-2-pt-0.1
1183,2,Ellips100,1000,10,cma-es-ppmf-dp-2-pt-0.1
16139,5,Ellips100,0.001,10,cma-es-ppmf-dp-2-pt-0.1
15279,5,Ellips100,0.01,10,cma-es-ppmf-dp-2-pt-0.1
14139,5,Ellips100,0.1,10,cma-es-ppmf-dp-2-pt-0.1
13179,5,Ellips100,1,10,cma-es-ppmf-dp-2-pt-0.1
12059,5,Ellips100,10,10,cma-es-ppmf-dp-2-pt-0.1
10879,5,Ellips100,100,10,cma-es-ppmf-dp-2-pt-0.1
9939,5,Ellips100,1000,10,cma-es-ppmf-dp-2-pt-0.1
55279,10,Ellips100,0.001,10,cma-es-ppmf-dp-2-pt-0.1
52079,10,Ellips100,0.01,10,cma-es-ppmf-dp-2-pt-0.1
48279,10,Ellips100,0.1,10,cma-es-ppmf-dp-2-pt-0.1
44639,10,Ellips100,1,10,cma-es-ppmf-dp-2-pt-0.1
41079,10,Ellips100,10,10,cma-es-ppmf-dp-2-pt-0.1
37799,10,Ellips100,100,10,cma-es-ppmf-dp-2-pt-0.1
33639,10,Ellips100,1000,10,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.001,10,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.01,10,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.1,10,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,1,10,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,10,10,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,100,10,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,1000,10,cma-es-ppmf-dp-2-pt-0.1
4367,2,Sphere,0.001,11,cma-es-ppmf-dp-2-pt-0.1
4159,2,Sphere,0.01,11,cma-es-ppmf-dp-2-pt-0.1
3927,2,Sphere,0.1,11,cma-es-ppmf-dp-2-pt-0.1
3391,2,Sphere,1,11,cma-es-ppmf-dp-2-pt-0.1
3119,2,Sphere,10,11,cma-es-ppmf-dp-2-pt-0.1
2823,2,Sphere,100,11,cma-es-ppmf-dp-2-pt-0.1
2631,2,Sphere,1000,11,cma-es-ppmf-dp-2-pt-0.1
15619,5,Sphere,0.001,11,cma-es-ppmf-dp-2-pt-0.1
14819,5,Sphere,0.01,11,cma-es-ppmf-dp-2-pt-0.1
13419,5,Sphere,0.1,11,cma-es-ppmf-dp-2-pt-0.1
12499,5,Sphere,1,11,cma-es-ppmf-dp-2-pt-0.1
11679,5,Sphere,10,11,cma-es-ppmf-dp-2-pt-0.1
10279,5,Sphere,100,11,cma-es-ppmf-dp-2-pt-0.1
9279,5,Sphere,1000,11,cma-es-ppmf-dp-2-pt-0.1
53319,10,Sphere,0.001,11,cma-es-ppmf-dp-2-pt-0.1
49639,10,Sphere,0.01,11,cma-es-ppmf-dp-2-pt-0.1
45999,10,Sphere,0.1,11,cma-es-ppmf-dp-2-pt-0.1
43199,10,Sphere,1,11,cma-es-ppmf-dp-2-pt-0.1
38719,10,Sphere,10,11,cma-es-ppmf-dp-2-pt-0.1
35199,10,Sphere,100,11,cma-es-ppmf-dp-2-pt-0.1
31639,10,Sphere,1000,11,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.001,11,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.01,11,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.1,11,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,1,11,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,10,11,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,100,11,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,1000,11,cma-es-ppmf-dp-2-pt-0.1
4775,2,Ellips10,0.001,11,cma-es-ppmf-dp-2-pt-0.1
4319,2,Ellips10,0.01,11,cma-es-ppmf-dp-2-pt-0.1
3991,2,Ellips10,0.1,11,cma-es-ppmf-dp-2-pt-0.1
3815,2,Ellips10,1,11,cma-es-ppmf-dp-2-pt-0.1
3223,2,Ellips10,10,11,cma-es-ppmf-dp-2-pt-0.1
2863,2,Ellips10,100,11,cma-es-ppmf-dp-2-pt-0.1
2671,2,Ellips10,1000,11,cma-es-ppmf-dp-2-pt-0.1
15979,5,Ellips10,0.001,11,cma-es-ppmf-dp-2-pt-0.1
14919,5,Ellips10,0.01,11,cma-es-ppmf-dp-2-pt-0.1
13799,5,Ellips10,0.1,11,cma-es-ppmf-dp-2-pt-0.1
12559,5,Ellips10,1,11,cma-es-ppmf-dp-2-pt-0.1
11699,5,Ellips10,10,11,cma-es-ppmf-dp-2-pt-0.1
10419,5,Ellips10,100,11,cma-es-ppmf-dp-2-pt-0.1
9499,5,Ellips10,1000,11,cma-es-ppmf-dp-2-pt-0.1
54159,10,Ellips10,0.001,11,cma-es-ppmf-dp-2-pt-0.1
51439,10,Ellips10,0.01,11,cma-es-ppmf-dp-2-pt-0.1
47079,10,Ellips10,0.1,11,cma-es-ppmf-dp-2-pt-0.1
43359,10,Ellips10,1,11,cma-es-ppmf-dp-2-pt-0.1
39399,10,Ellips10,10,11,cma-es-ppmf-dp-2-pt-0.1
36119,10,Ellips10,100,11,cma-es-ppmf-dp-2-pt-0.1
32679,10,Ellips10,1000,11,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.001,11,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.01,11,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.1,11,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,1,11,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,10,11,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,100,11,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,1000,11,cma-es-ppmf-dp-2-pt-0.1
4759,2,Ellips100,0.001,11,cma-es-ppmf-dp-2-pt-0.1
4479,2,Ellips100,0.01,11,cma-es-ppmf-dp-2-pt-0.1
3991,2,Ellips100,0.1,11,cma-es-ppmf-dp-2-pt-0.1
3847,2,Ellips100,1,11,cma-es-ppmf-dp-2-pt-0.1
3455,2,Ellips100,10,11,cma-es-ppmf-dp-2-pt-0.1
3143,2,Ellips100,100,11,cma-es-ppmf-dp-2-pt-0.1
2767,2,Ellips100,1000,11,cma-es-ppmf-dp-2-pt-0.1
16299,5,Ellips100,0.001,11,cma-es-ppmf-dp-2-pt-0.1
15339,5,Ellips100,0.01,11,cma-es-ppmf-dp-2-pt-0.1
14179,5,Ellips100,0.1,11,cma-es-ppmf-dp-2-pt-0.1
13099,5,Ellips100,1,11,cma-es-ppmf-dp-2-pt-0.1
11879,5,Ellips100,10,11,cma-es-ppmf-dp-2-pt-0.1
10979,5,Ellips100,100,11,cma-es-ppmf-dp-2-pt-0.1
9739,5,Ellips100,1000,11,cma-es-ppmf-dp-2-pt-0.1
55919,10,Ellips100,0.001,11,cma-es-ppmf-dp-2-pt-0.1
51599,10,Ellips100,0.01,11,cma-es-ppmf-dp-2-pt-0.1
48639,10,Ellips100,0.1,11,cma-es-ppmf-dp-2-pt-0.1
44399,10,Ellips100,1,11,cma-es-ppmf-dp-2-pt-0.1
40999,10,Ellips100,10,11,cma-es-ppmf-dp-2-pt-0.1
37079,10,Ellips100,100,11,cma-es-ppmf-dp-2-pt-0.1
33719,10,Ellips100,1000,11,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.001,11,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.01,11,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.1,11,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,1,11,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,10,11,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,100,11,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,1000,11,cma-es-ppmf-dp-2-pt-0.1
4583,2,Sphere,0.001,12,cma-es-ppmf-dp-2-pt-0.1
4127,2,Sphere,0.01,12,cma-es-ppmf-dp-2-pt-0.1
3799,2,Sphere,0.1,12,cma-es-ppmf-dp-2-pt-0.1
3575,2,Sphere,1,12,cma-es-ppmf-dp-2-pt-0.1
3271,2,Sphere,10,12,cma-es-ppmf-dp-2-pt-0.1
2967,2,Sphere,100,12,cma-es-ppmf-dp-2-pt-0.1
2623,2,Sphere,1000,12,cma-es-ppmf-dp-2-pt-0.1
15639,5,Sphere,0.001,12,cma-es-ppmf-dp-2-pt-0.1
14799,5,Sphere,0.01,12,cma-es-ppmf-dp-2-pt-0.1
13519,5,Sphere,0.1,12,cma-es-ppmf-dp-2-pt-0.1
12519,5,Sphere,1,12,cma-es-ppmf-dp-2-pt-0.1
11379,5,Sphere,10,12,cma-es-ppmf-dp-2-pt-0.1
10499,5,Sphere,100,12,cma-es-ppmf-dp-2-pt-0.1
9339,5,Sphere,1000,12,cma-es-ppmf-dp-2-pt-0.1
53399,10,Sphere,0.001,12,cma-es-ppmf-dp-2-pt-0.1
50039,10,Sphere,0.01,12,cma-es-ppmf-dp-2-pt-0.1
46239,10,Sphere,0.1,12,cma-es-ppmf-dp-2-pt-0.1
42799,10,Sphere,1,12,cma-es-ppmf-dp-2-pt-0.1
38519,10,Sphere,10,12,cma-es-ppmf-dp-2-pt-0.1
35199,10,Sphere,100,12,cma-es-ppmf-dp-2-pt-0.1
31959,10,Sphere,1000,12,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.001,12,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.01,12,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.1,12,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,1,12,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,10,12,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,100,12,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,1000,12,cma-es-ppmf-dp-2-pt-0.1
4703,2,Ellips10,0.001,12,cma-es-ppmf-dp-2-pt-0.1
4223,2,Ellips10,0.01,12,cma-es-ppmf-dp-2-pt-0.1
3959,2,Ellips10,0.1,12,cma-es-ppmf-dp-2-pt-0.1
3463,2,Ellips10,1,12,cma-es-ppmf-dp-2-pt-0.1
3367,2,Ellips10,10,12,cma-es-ppmf-dp-2-pt-0.1
2991,2,Ellips10,100,12,cma-es-ppmf-dp-2-pt-0.1
2879,2,Ellips10,1000,12,cma-es-ppmf-dp-2-pt-0.1
15879,5,Ellips10,0.001,12,cma-es-ppmf-dp-2-pt-0.1
14779,5,Ellips10,0.01,12,cma-es-ppmf-dp-2-pt-0.1
13779,5,Ellips10,0.1,12,cma-es-ppmf-dp-2-pt-0.1
12719,5,Ellips10,1,12,cma-es-ppmf-dp-2-pt-0.1
11679,5,Ellips10,10,12,cma-es-ppmf-dp-2-pt-0.1
10599,5,Ellips10,100,12,cma-es-ppmf-dp-2-pt-0.1
9559,5,Ellips10,1000,12,cma-es-ppmf-dp-2-pt-0.1
54199,10,Ellips10,0.001,12,cma-es-ppmf-dp-2-pt-0.1
50439,10,Ellips10,0.01,12,cma-es-ppmf-dp-2-pt-0.1
47679,10,Ellips10,0.1,12,cma-es-ppmf-dp-2-pt-0.1
43079,10,Ellips10,1,12,cma-es-ppmf-dp-2-pt-0.1
39759,10,Ellips10,10,12,cma-es-ppmf-dp-2-pt-0.1
35719,10,Ellips10,100,12,cma-es-ppmf-dp-2-pt-0.1
32159,10,Ellips10,1000,12,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.001,12,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.01,12,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.1,12,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,1,12,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,10,12,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,100,12,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,1000,12,cma-es-ppmf-dp-2-pt-0.1
4599,2,Ellips100,0.001,12,cma-es-ppmf-dp-2-pt-0.1
4383,2,Ellips100,0.01,12,cma-es-ppmf-dp-2-pt-0.1
4191,2,Ellips100,0.1,12,cma-es-ppmf-dp-2-pt-0.1
3711,2,Ellips100,1,12,cma-es-ppmf-dp-2-pt-0.1
3519,2,Ellips100,10,12,cma-es-ppmf-dp-2-pt-0.1
3063,2,Ellips100,100,12,cma-es-ppmf-dp-2-pt-0.1
2855,2,Ellips100,1000,12,cma-es-ppmf-dp-2-pt-0.1
15979,5,Ellips100,0.001,12,cma-es-ppmf-dp-2-pt-0.1
15339,5,Ellips100,0.01,12,cma-es-ppmf-dp-2-pt-0.1
14159,5,Ellips100,0.1,12,cma-es-ppmf-dp-2-pt-0.1
12899,5,Ellips100,1,12,cma-es-ppmf-dp-2-pt-0.1
11919,5,Ellips100,10,12,cma-es-ppmf-dp-2-pt-0.1
10819,5,Ellips100,100,12,cma-es-ppmf-dp-2-pt-0.1
9879,5,Ellips100,1000,12,cma-es-ppmf-dp-2-pt-0.1
55599,10,Ellips100,0.001,12,cma-es-ppmf-dp-2-pt-0.1
52359,10,Ellips100,0.01,12,cma-es-ppmf-dp-2-pt-0.1
48879,10,Ellips100,0.1,12,cma-es-ppmf-dp-2-pt-0.1
44519,10,Ellips100,1,12,cma-es-ppmf-dp-2-pt-0.1
40959,10,Ellips100,10,12,cma-es-ppmf-dp-2-pt-0.1
37519,10,Ellips100,100,12,cma-es-ppmf-dp-2-pt-0.1
33479,10,Ellips100,1000,12,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.001,12,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.01,12,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.1,12,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,1,12,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,10,12,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,100,12,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,1000,12,cma-es-ppmf-dp-2-pt-0.1
4575,2,Sphere,0.001,13,cma-es-ppmf-dp-2-pt-0.1
4295,2,Sphere,0.01,13,cma-es-ppmf-dp-2-pt-0.1
3903,2,Sphere,0.1,13,cma-es-ppmf-dp-2-pt-0.1
3527,2,Sphere,1,13,cma-es-ppmf-dp-2-pt-0.1
3327,2,Sphere,10,13,cma-es-ppmf-dp-2-pt-0.1
