FE,N,Eval,sigma,Iteration,Alg
3079,2,Sphere,100,13,cma-es-ppmf-dp-2-pt-0.1
2599,2,Sphere,1000,13,cma-es-ppmf-dp-2-pt-0.1
15539,5,Sphere,0.001,13,cma-es-ppmf-dp-2-pt-0.1
14499,5,Sphere,0.01,13,cma-es-ppmf-dp-2-pt-0.1
13679,5,Sphere,0.1,13,cma-es-ppmf-dp-2-pt-0.1
12779,5,Sphere,1,13,cma-es-ppmf-dp-2-pt-0.1
11359,5,Sphere,10,13,cma-es-ppmf-dp-2-pt-0.1
10179,5,Sphere,100,13,cma-es-ppmf-dp-2-pt-0.1
9219,5,Sphere,1000,13,cma-es-ppmf-dp-2-pt-0.1
54079,10,Sphere,0.001,13,cma-es-ppmf-dp-2-pt-0.1
49679,10,Sphere,0.01,13,cma-es-ppmf-dp-2-pt-0.1
46279,10,Sphere,0.1,13,cma-es-ppmf-dp-2-pt-0.1
42399,10,Sphere,1,13,cma-es-ppmf-dp-2-pt-0.1
38999,10,Sphere,10,13,cma-es-ppmf-dp-2-pt-0.1
35479,10,Sphere,100,13,cma-es-ppmf-dp-2-pt-0.1
31799,10,Sphere,1000,13,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.001,13,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.01,13,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.1,13,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,1,13,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,10,13,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,100,13,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,1000,13,cma-es-ppmf-dp-2-pt-0.1
4495,2,Ellips10,0.001,13,cma-es-ppmf-dp-2-pt-0.1
4167,2,Ellips10,0.01,13,cma-es-ppmf-dp-2-pt-0.1
4023,2,Ellips10,0.1,13,cma-es-ppmf-dp-2-pt-0.1
3671,2,Ellips10,1,13,cma-es-ppmf-dp-2-pt-0.1
3287,2,Ellips10,10,13,cma-es-ppmf-dp-2-pt-0.1
2871,2,Ellips10,100,13,cma-es-ppmf-dp-2-pt-0.1
2711,2,Ellips10,1000,13,cma-es-ppmf-dp-2-pt-0.1
15799,5,Ellips10,0.001,13,cma-es-ppmf-dp-2-pt-0.1
14699,5,Ellips10,0.01,13,cma-es-ppmf-dp-2-pt-0.1
13819,5,Ellips10,0.1,13,cma-es-ppmf-dp-2-pt-0.1
12659,5,Ellips10,1,13,cma-es-ppmf-dp-2-pt-0.1
11679,5,Ellips10,10,13,cma-es-ppmf-dp-2-pt-0.1
10499,5,Ellips10,100,13,cma-es-ppmf-dp-2-pt-0.1
9579,5,Ellips10,1000,13,cma-es-ppmf-dp-2-pt-0.1
54159,10,Ellips10,0.001,13,cma-es-ppmf-dp-2-pt-0.1
50799,10,Ellips10,0.01,13,cma-es-ppmf-dp-2-pt-0.1
46959,10,Ellips10,0.1,13,cma-es-ppmf-dp-2-pt-0.1
43359,10,Ellips10,1,13,cma-es-ppmf-dp-2-pt-0.1
39719,10,Ellips10,10,13,cma-es-ppmf-dp-2-pt-0.1
36199,10,Ellips10,100,13,cma-es-ppmf-dp-2-pt-0.1
32719,10,Ellips10,1000,13,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.001,13,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.01,13,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.1,13,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,1,13,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,10,13,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,100,13,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,1000,13,cma-es-ppmf-dp-2-pt-0.1
4679,2,Ellips100,0.001,13,cma-es-ppmf-dp-2-pt-0.1
4151,2,Ellips100,0.01,13,cma-es-ppmf-dp-2-pt-0.1
3983,2,Ellips100,0.1,13,cma-es-ppmf-dp-2-pt-0.1
3671,2,Ellips100,1,13,cma-es-ppmf-dp-2-pt-0.1
3423,2,Ellips100,10,13,cma-es-ppmf-dp-2-pt-0.1
3335,2,Ellips100,100,13,cma-es-ppmf-dp-2-pt-0.1
2935,2,Ellips100,1000,13,cma-es-ppmf-dp-2-pt-0.1
16399,5,Ellips100,0.001,13,cma-es-ppmf-dp-2-pt-0.1
15259,5,Ellips100,0.01,13,cma-es-ppmf-dp-2-pt-0.1
14259,5,Ellips100,0.1,13,cma-es-ppmf-dp-2-pt-0.1
13139,5,Ellips100,1,13,cma-es-ppmf-dp-2-pt-0.1
11999,5,Ellips100,10,13,cma-es-ppmf-dp-2-pt-0.1
10819,5,Ellips100,100,13,cma-es-ppmf-dp-2-pt-0.1
9879,5,Ellips100,1000,13,cma-es-ppmf-dp-2-pt-0.1
55719,10,Ellips100,0.001,13,cma-es-ppmf-dp-2-pt-0.1
51679,10,Ellips100,0.01,13,cma-es-ppmf-dp-2-pt-0.1
48039,10,Ellips100,0.1,13,cma-es-ppmf-dp-2-pt-0.1
44719,10,Ellips100,1,13,cma-es-ppmf-dp-2-pt-0.1
40719,10,Ellips100,10,13,cma-es-ppmf-dp-2-pt-0.1
37199,10,Ellips100,100,13,cma-es-ppmf-dp-2-pt-0.1
33559,10,Ellips100,1000,13,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.001,13,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.01,13,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.1,13,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,1,13,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,10,13,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,100,13,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,1000,13,cma-es-ppmf-dp-2-pt-0.1
4415,2,Sphere,0.001,14,cma-es-ppmf-dp-2-pt-0.1
4143,2,Sphere,0.01,14,cma-es-ppmf-dp-2-pt-0.1
3791,2,Sphere,0.1,14,cma-es-ppmf-dp-2-pt-0.1
3543,2,Sphere,1,14,cma-es-ppmf-dp-2-pt-0.1
3103,2,Sphere,10,14,cma-es-ppmf-dp-2-pt-0.1
3055,2,Sphere,100,14,cma-es-ppmf-dp-2-pt-0.1
2639,2,Sphere,1000,14,cma-es-ppmf-dp-2-pt-0.1
15679,5,Sphere,0.001,14,cma-es-ppmf-dp-2-pt-0.1
14659,5,Sphere,0.01,14,cma-es-ppmf-dp-2-pt-0.1
13519,5,Sphere,0.1,14,cma-es-ppmf-dp-2-pt-0.1
12639,5,Sphere,1,14,cma-es-ppmf-dp-2-pt-0.1
11279,5,Sphere,10,14,cma-es-ppmf-dp-2-pt-0.1
10279,5,Sphere,100,14,cma-es-ppmf-dp-2-pt-0.1
9219,5,Sphere,1000,14,cma-es-ppmf-dp-2-pt-0.1
53559,10,Sphere,0.001,14,cma-es-ppmf-dp-2-pt-0.1
49239,10,Sphere,0.01,14,cma-es-ppmf-dp-2-pt-0.1
46399,10,Sphere,0.1,14,cma-es-ppmf-dp-2-pt-0.1
42119,10,Sphere,1,14,cma-es-ppmf-dp-2-pt-0.1
38679,10,Sphere,10,14,cma-es-ppmf-dp-2-pt-0.1
35079,10,Sphere,100,14,cma-es-ppmf-dp-2-pt-0.1
32119,10,Sphere,1000,14,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.001,14,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.01,14,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.1,14,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,1,14,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,10,14,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,100,14,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,1000,14,cma-es-ppmf-dp-2-pt-0.1
4399,2,Ellips10,0.001,14,cma-es-ppmf-dp-2-pt-0.1
4183,2,Ellips10,0.01,14,cma-es-ppmf-dp-2-pt-0.1
3903,2,Ellips10,0.1,14,cma-es-ppmf-dp-2-pt-0.1
3663,2,Ellips10,1,14,cma-es-ppmf-dp-2-pt-0.1
3231,2,Ellips10,10,14,cma-es-ppmf-dp-2-pt-0.1
3087,2,Ellips10,100,14,cma-es-ppmf-dp-2-pt-0.1
2839,2,Ellips10,1000,14,cma-es-ppmf-dp-2-pt-0.1
15819,5,Ellips10,0.001,14,cma-es-ppmf-dp-2-pt-0.1
14799,5,Ellips10,0.01,14,cma-es-ppmf-dp-2-pt-0.1
13859,5,Ellips10,0.1,14,cma-es-ppmf-dp-2-pt-0.1
12839,5,Ellips10,1,14,cma-es-ppmf-dp-2-pt-0.1
11619,5,Ellips10,10,14,cma-es-ppmf-dp-2-pt-0.1
10519,5,Ellips10,100,14,cma-es-ppmf-dp-2-pt-0.1
9579,5,Ellips10,1000,14,cma-es-ppmf-dp-2-pt-0.1
54319,10,Ellips10,0.001,14,cma-es-ppmf-dp-2-pt-0.1
50319,10,Ellips10,0.01,14,cma-es-ppmf-dp-2-pt-0.1
46399,10,Ellips10,0.1,14,cma-es-ppmf-dp-2-pt-0.1
43279,10,Ellips10,1,14,cma-es-ppmf-dp-2-pt-0.1
39719,10,Ellips10,10,14,cma-es-ppmf-dp-2-pt-0.1
35519,10,Ellips10,100,14,cma-es-ppmf-dp-2-pt-0.1
32679,10,Ellips10,1000,14,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.001,14,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.01,14,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.1,14,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,1,14,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,10,14,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,100,14,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,1000,14,cma-es-ppmf-dp-2-pt-0.1
4567,2,Ellips100,0.001,14,cma-es-ppmf-dp-2-pt-0.1
4391,2,Ellips100,0.01,14,cma-es-ppmf-dp-2-pt-0.1
3983,2,Ellips100,0.1,14,cma-es-ppmf-dp-2-pt-0.1
3831,2,Ellips100,1,14,cma-es-ppmf-dp-2-pt-0.1
3367,2,Ellips100,10,14,cma-es-ppmf-dp-2-pt-0.1
2999,2,Ellips100,100,14,cma-es-ppmf-dp-2-pt-0.1
2919,2,Ellips100,1000,14,cma-es-ppmf-dp-2-pt-0.1
16419,5,Ellips100,0.001,14,cma-es-ppmf-dp-2-pt-0.1
15099,5,Ellips100,0.01,14,cma-es-ppmf-dp-2-pt-0.1
14139,5,Ellips100,0.1,14,cma-es-ppmf-dp-2-pt-0.1
13139,5,Ellips100,1,14,cma-es-ppmf-dp-2-pt-0.1
12019,5,Ellips100,10,14,cma-es-ppmf-dp-2-pt-0.1
11059,5,Ellips100,100,14,cma-es-ppmf-dp-2-pt-0.1
9759,5,Ellips100,1000,14,cma-es-ppmf-dp-2-pt-0.1
54999,10,Ellips100,0.001,14,cma-es-ppmf-dp-2-pt-0.1
52279,10,Ellips100,0.01,14,cma-es-ppmf-dp-2-pt-0.1
48519,10,Ellips100,0.1,14,cma-es-ppmf-dp-2-pt-0.1
44519,10,Ellips100,1,14,cma-es-ppmf-dp-2-pt-0.1
40759,10,Ellips100,10,14,cma-es-ppmf-dp-2-pt-0.1
37599,10,Ellips100,100,14,cma-es-ppmf-dp-2-pt-0.1
33239,10,Ellips100,1000,14,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.001,14,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.01,14,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.1,14,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,1,14,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,10,14,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,100,14,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,1000,14,cma-es-ppmf-dp-2-pt-0.1
4375,2,Sphere,0.001,15,cma-es-ppmf-dp-2-pt-0.1
4327,2,Sphere,0.01,15,cma-es-ppmf-dp-2-pt-0.1
3927,2,Sphere,0.1,15,cma-es-ppmf-dp-2-pt-0.1
3567,2,Sphere,1,15,cma-es-ppmf-dp-2-pt-0.1
3263,2,Sphere,10,15,cma-es-ppmf-dp-2-pt-0.1
2943,2,Sphere,100,15,cma-es-ppmf-dp-2-pt-0.1
2711,2,Sphere,1000,15,cma-es-ppmf-dp-2-pt-0.1
15519,5,Sphere,0.001,15,cma-es-ppmf-dp-2-pt-0.1
14739,5,Sphere,0.01,15,cma-es-ppmf-dp-2-pt-0.1
13579,5,Sphere,0.1,15,cma-es-ppmf-dp-2-pt-0.1
12539,5,Sphere,1,15,cma-es-ppmf-dp-2-pt-0.1
11479,5,Sphere,10,15,cma-es-ppmf-dp-2-pt-0.1
10239,5,Sphere,100,15,cma-es-ppmf-dp-2-pt-0.1
9279,5,Sphere,1000,15,cma-es-ppmf-dp-2-pt-0.1
53399,10,Sphere,0.001,15,cma-es-ppmf-dp-2-pt-0.1
49919,10,Sphere,0.01,15,cma-es-ppmf-dp-2-pt-0.1
45919,10,Sphere,0.1,15,cma-es-ppmf-dp-2-pt-0.1
42119,10,Sphere,1,15,cma-es-ppmf-dp-2-pt-0.1
38759,10,Sphere,10,15,cma-es-ppmf-dp-2-pt-0.1
35279,10,Sphere,100,15,cma-es-ppmf-dp-2-pt-0.1
31919,10,Sphere,1000,15,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.001,15,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.01,15,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.1,15,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,1,15,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,10,15,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,100,15,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,1000,15,cma-es-ppmf-dp-2-pt-0.1
4543,2,Ellips10,0.001,15,cma-es-ppmf-dp-2-pt-0.1
4327,2,Ellips10,0.01,15,cma-es-ppmf-dp-2-pt-0.1
3863,2,Ellips10,0.1,15,cma-es-ppmf-dp-2-pt-0.1
3631,2,Ellips10,1,15,cma-es-ppmf-dp-2-pt-0.1
3247,2,Ellips10,10,15,cma-es-ppmf-dp-2-pt-0.1
2951,2,Ellips10,100,15,cma-es-ppmf-dp-2-pt-0.1
2647,2,Ellips10,1000,15,cma-es-ppmf-dp-2-pt-0.1
16039,5,Ellips10,0.001,15,cma-es-ppmf-dp-2-pt-0.1
14679,5,Ellips10,0.01,15,cma-es-ppmf-dp-2-pt-0.1
13819,5,Ellips10,0.1,15,cma-es-ppmf-dp-2-pt-0.1
12739,5,Ellips10,1,15,cma-es-ppmf-dp-2-pt-0.1
11739,5,Ellips10,10,15,cma-es-ppmf-dp-2-pt-0.1
10339,5,Ellips10,100,15,cma-es-ppmf-dp-2-pt-0.1
9359,5,Ellips10,1000,15,cma-es-ppmf-dp-2-pt-0.1
53719,10,Ellips10,0.001,15,cma-es-ppmf-dp-2-pt-0.1
50959,10,Ellips10,0.01,15,cma-es-ppmf-dp-2-pt-0.1
47199,10,Ellips10,0.1,15,cma-es-ppmf-dp-2-pt-0.1
42999,10,Ellips10,1,15,cma-es-ppmf-dp-2-pt-0.1
39239,10,Ellips10,10,15,cma-es-ppmf-dp-2-pt-0.1
35919,10,Ellips10,100,15,cma-es-ppmf-dp-2-pt-0.1
32359,10,Ellips10,1000,15,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.001,15,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.01,15,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.1,15,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,1,15,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,10,15,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,100,15,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,1000,15,cma-es-ppmf-dp-2-pt-0.1
4855,2,Ellips100,0.001,15,cma-es-ppmf-dp-2-pt-0.1
4319,2,Ellips100,0.01,15,cma-es-ppmf-dp-2-pt-0.1
4031,2,Ellips100,0.1,15,cma-es-ppmf-dp-2-pt-0.1
3863,2,Ellips100,1,15,cma-es-ppmf-dp-2-pt-0.1
3319,2,Ellips100,10,15,cma-es-ppmf-dp-2-pt-0.1
3047,2,Ellips100,100,15,cma-es-ppmf-dp-2-pt-0.1
2815,2,Ellips100,1000,15,cma-es-ppmf-dp-2-pt-0.1
16359,5,Ellips100,0.001,15,cma-es-ppmf-dp-2-pt-0.1
15239,5,Ellips100,0.01,15,cma-es-ppmf-dp-2-pt-0.1
14079,5,Ellips100,0.1,15,cma-es-ppmf-dp-2-pt-0.1
13259,5,Ellips100,1,15,cma-es-ppmf-dp-2-pt-0.1
11939,5,Ellips100,10,15,cma-es-ppmf-dp-2-pt-0.1
10979,5,Ellips100,100,15,cma-es-ppmf-dp-2-pt-0.1
9859,5,Ellips100,1000,15,cma-es-ppmf-dp-2-pt-0.1
55199,10,Ellips100,0.001,15,cma-es-ppmf-dp-2-pt-0.1
51279,10,Ellips100,0.01,15,cma-es-ppmf-dp-2-pt-0.1
48039,10,Ellips100,0.1,15,cma-es-ppmf-dp-2-pt-0.1
44519,10,Ellips100,1,15,cma-es-ppmf-dp-2-pt-0.1
41159,10,Ellips100,10,15,cma-es-ppmf-dp-2-pt-0.1
37679,10,Ellips100,100,15,cma-es-ppmf-dp-2-pt-0.1
34079,10,Ellips100,1000,15,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.001,15,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.01,15,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.1,15,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,1,15,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,10,15,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,100,15,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,1000,15,cma-es-ppmf-dp-2-pt-0.1
4423,2,Sphere,0.001,16,cma-es-ppmf-dp-2-pt-0.1
4095,2,Sphere,0.01,16,cma-es-ppmf-dp-2-pt-0.1
3759,2,Sphere,0.1,16,cma-es-ppmf-dp-2-pt-0.1
3471,2,Sphere,1,16,cma-es-ppmf-dp-2-pt-0.1
3167,2,Sphere,10,16,cma-es-ppmf-dp-2-pt-0.1
3135,2,Sphere,100,16,cma-es-ppmf-dp-2-pt-0.1
2775,2,Sphere,1000,16,cma-es-ppmf-dp-2-pt-0.1
15719,5,Sphere,0.001,16,cma-es-ppmf-dp-2-pt-0.1
14499,5,Sphere,0.01,16,cma-es-ppmf-dp-2-pt-0.1
13839,5,Sphere,0.1,16,cma-es-ppmf-dp-2-pt-0.1
12579,5,Sphere,1,16,cma-es-ppmf-dp-2-pt-0.1
11379,5,Sphere,10,16,cma-es-ppmf-dp-2-pt-0.1
10239,5,Sphere,100,16,cma-es-ppmf-dp-2-pt-0.1
9239,5,Sphere,1000,16,cma-es-ppmf-dp-2-pt-0.1
53559,10,Sphere,0.001,16,cma-es-ppmf-dp-2-pt-0.1
49639,10,Sphere,0.01,16,cma-es-ppmf-dp-2-pt-0.1
46199,10,Sphere,0.1,16,cma-es-ppmf-dp-2-pt-0.1
42839,10,Sphere,1,16,cma-es-ppmf-dp-2-pt-0.1
39159,10,Sphere,10,16,cma-es-ppmf-dp-2-pt-0.1
35439,10,Sphere,100,16,cma-es-ppmf-dp-2-pt-0.1
31399,10,Sphere,1000,16,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.001,16,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.01,16,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.1,16,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,1,16,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,10,16,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,100,16,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,1000,16,cma-es-ppmf-dp-2-pt-0.1
4575,2,Ellips10,0.001,16,cma-es-ppmf-dp-2-pt-0.1
4391,2,Ellips10,0.01,16,cma-es-ppmf-dp-2-pt-0.1
4055,2,Ellips10,0.1,16,cma-es-ppmf-dp-2-pt-0.1
3615,2,Ellips10,1,16,cma-es-ppmf-dp-2-pt-0.1
3311,2,Ellips10,10,16,cma-es-ppmf-dp-2-pt-0.1
2991,2,Ellips10,100,16,cma-es-ppmf-dp-2-pt-0.1
2703,2,Ellips10,1000,16,cma-es-ppmf-dp-2-pt-0.1
15899,5,Ellips10,0.001,16,cma-es-ppmf-dp-2-pt-0.1
14959,5,Ellips10,0.01,16,cma-es-ppmf-dp-2-pt-0.1
13899,5,Ellips10,0.1,16,cma-es-ppmf-dp-2-pt-0.1
12699,5,Ellips10,1,16,cma-es-ppmf-dp-2-pt-0.1
11539,5,Ellips10,10,16,cma-es-ppmf-dp-2-pt-0.1
10539,5,Ellips10,100,16,cma-es-ppmf-dp-2-pt-0.1
9459,5,Ellips10,1000,16,cma-es-ppmf-dp-2-pt-0.1
53799,10,Ellips10,0.001,16,cma-es-ppmf-dp-2-pt-0.1
50559,10,Ellips10,0.01,16,cma-es-ppmf-dp-2-pt-0.1
46919,10,Ellips10,0.1,16,cma-es-ppmf-dp-2-pt-0.1
42839,10,Ellips10,1,16,cma-es-ppmf-dp-2-pt-0.1
39679,10,Ellips10,10,16,cma-es-ppmf-dp-2-pt-0.1
35479,10,Ellips10,100,16,cma-es-ppmf-dp-2-pt-0.1
32279,10,Ellips10,1000,16,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.001,16,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.01,16,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.1,16,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,1,16,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,10,16,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,100,16,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,1000,16,cma-es-ppmf-dp-2-pt-0.1
4791,2,Ellips100,0.001,16,cma-es-ppmf-dp-2-pt-0.1
4367,2,Ellips100,0.01,16,cma-es-ppmf-dp-2-pt-0.1
4015,2,Ellips100,0.1,16,cma-es-ppmf-dp-2-pt-0.1
3607,2,Ellips100,1,16,cma-es-ppmf-dp-2-pt-0.1
3367,2,Ellips100,10,16,cma-es-ppmf-dp-2-pt-0.1
3247,2,Ellips100,100,16,cma-es-ppmf-dp-2-pt-0.1
2631,2,Ellips100,1000,16,cma-es-ppmf-dp-2-pt-0.1
16159,5,Ellips100,0.001,16,cma-es-ppmf-dp-2-pt-0.1
15179,5,Ellips100,0.01,16,cma-es-ppmf-dp-2-pt-0.1
14099,5,Ellips100,0.1,16,cma-es-ppmf-dp-2-pt-0.1
13139,5,Ellips100,1,16,cma-es-ppmf-dp-2-pt-0.1
11959,5,Ellips100,10,16,cma-es-ppmf-dp-2-pt-0.1
10819,5,Ellips100,100,16,cma-es-ppmf-dp-2-pt-0.1
9719,5,Ellips100,1000,16,cma-es-ppmf-dp-2-pt-0.1
55519,10,Ellips100,0.001,16,cma-es-ppmf-dp-2-pt-0.1
51799,10,Ellips100,0.01,16,cma-es-ppmf-dp-2-pt-0.1
48559,10,Ellips100,0.1,16,cma-es-ppmf-dp-2-pt-0.1
44959,10,Ellips100,1,16,cma-es-ppmf-dp-2-pt-0.1
40879,10,Ellips100,10,16,cma-es-ppmf-dp-2-pt-0.1
36599,10,Ellips100,100,16,cma-es-ppmf-dp-2-pt-0.1
33839,10,Ellips100,1000,16,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.001,16,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.01,16,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.1,16,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,1,16,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,10,16,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,100,16,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,1000,16,cma-es-ppmf-dp-2-pt-0.1
4407,2,Sphere,0.001,17,cma-es-ppmf-dp-2-pt-0.1
4119,2,Sphere,0.01,17,cma-es-ppmf-dp-2-pt-0.1
